Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
DefaultDataGridURLBuilder.getQueryParamsForPreviousPage( );1;1;13
DefaultDataGridURLBuilder.addPagerParams( Map map );2;1;6
DefaultDataGridURLBuilder.addFilterParams( Map map );2;1;5
DefaultDataGridURLBuilder.getPagerParamValues( );2;2;8
DefaultDataGridURLBuilder.getDataGridState( );1;0;3
DefaultDataGridURLBuilder.mergeMaps( Map curr , Map merge );6;3;26
DefaultDataGridURLBuilder.getQueryParamsForFirstPage( );1;1;13
DefaultDataGridURLBuilder.getQueryParamsForLastPage( );1;1;13
DefaultDataGridURLBuilder.getQueryParams( );1;0;10
DefaultDataGridURLBuilder.DefaultDataGridURLBuilder( DefaultDataGridStateCodec codec );1;0;3
DefaultDataGridURLBuilder.addSortParams( Map map );2;1;5
DefaultDataGridURLBuilder.getQueryParamsForNextPage( );1;1;13
DefaultDataGridURLBuilder.getPagerRowQueryParamKey( );1;0;3
DefaultDataGridURLBuilder.buildSortQueryParamsMap( String sortExpression );7;8;44
DefaultDataGridURLBuilder.transformMap( Map map );5;1;17
