Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
EnableComponent.doAction( ActionEvent e );3;0;10
EnableComponent.enableComponents( JMeterTreeNode [ ] nodes , boolean enable );2;2;7
EnableComponent.getActionNames( );1;0;3
