Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
MethodRefCPInfo.getMethodType( );1;0;3
MethodRefCPInfo.resolve( ConstantPool constantPool );1;0;12
MethodRefCPInfo.read( DataInputStream cpStream );1;0;4
MethodRefCPInfo.getMethodName( );1;0;3
MethodRefCPInfo.toString( );2;0;11
MethodRefCPInfo.MethodRefCPInfo( );1;0;3
MethodRefCPInfo.getMethodClassName( );1;0;3
