Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
XMLDBOutputStream.write( int b );1;0;3
XMLDBSource.getChildren( );6;8;24
XMLDBSource.isCollection( );2;1;10
XMLDBSource.getBinaryOutputStream( );2;1;6
***not in a method***;0;5;0
XMLDBOutputStream.flush( );1;0;2
XMLDBSource.setup( );6;5;25
XMLDBOutputStream.cancel( );1;0;3
XMLDBSource.queryToSAX( ContentHandler handler , Collection collection , String resource );7;3;45
XMLDBSource.collectionToSAX( ContentHandler handler );6;5;41
XMLDBSource.resourceToSAX( ContentHandler handler );5;2;16
XMLDBSource.makeCollection( );3;0;9
XMLDBSource.canCancel( OutputStream stream );2;2;3
XMLDBSource.refresh( );1;0;2
XMLDBSource.getValidity( );1;0;3
XMLDBSource.createId( );3;1;13
XMLDBSource.cancel( OutputStream stream );2;1;6
XMLDBOutputStream.write( byte b [ ] );1;0;3
XMLDBSource.getName( );2;2;7
XMLDBSource.delete( );5;2;20
XMLDBSource.createCollection( String path );4;5;18
XMLDBSource.cleanup( );1;0;3
XMLDBOutputStream.close( );2;1;7
XMLDBOutputStream.XMLDBOutputStream( boolean binary );1;0;5
XMLDBSource.getInputStream( );6;1;28
XMLDBSource.writeOutputStream( ByteArrayOutputStream baos , boolean binary );5;2;30
XMLDBSource.XMLDBSource( Logger logger , String user , String password , String srcUrl );4;6;22
XMLDBSource.exists( );3;3;10
XMLDBOutputStream.isClosed( );1;0;3
XMLDBOutputStream.size( );1;0;3
XMLDBSource.toSAX( ContentHandler handler );5;2;18
XMLDBSource.getParent( );2;2;7
XMLDBSource.getLastModified( );1;0;3
XMLDBSource.getURI( );1;0;3
XMLDBSource.getScheme( );1;0;3
XMLDBSource.getContentLength( );1;1;3
XMLDBSource.close( Collection collection );3;1;8
XMLDBOutputStream.write( byte b [ ] , int off , int len );1;0;3
XMLDBSource.getOutputStream( );2;1;6
XMLDBSource.getMimeType( );1;0;3
XMLDBSource.getChild( String name );2;2;6
