Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
BytesWrittenResetOutputStream.flush( );1;0;3
BytesWrittenResetOutputStream.write( int b );2;2;8
BytesWrittenResetOutputStream.write( byte [ ] b , int off , int len );2;2;8
BytesWrittenResetOutputStream.close( );1;0;3
BytesWrittenResetOutputStream.BytesWrittenResetOutputStream( OutputStream out , Watchdog watchdog , int lengthReset );1;0;6
