Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
RouterFunctionMapping.initRouterFunctions( );5;3;13
RouterFunctionMapping.setAttributes( HttpServletRequest servletRequest , ServerRequest request , @ Nullable HandlerFunction < ? > handlerFunction );2;1;12
RouterFunctionMapping.setRouterFunction( @ Nullable RouterFunction < ? > routerFunction );1;0;3
RouterFunctionMapping.afterPropertiesSet( );5;3;16
RouterFunctionMapping.initMessageConverters( );2;0;7
RouterFunctionMapping.logRouterFunctions( List < RouterFunction < ? > > routerFunctions );6;3;20
RouterFunctionMapping.RouterFunctionMapping( RouterFunction < ? > routerFunction );1;0;3
RouterFunctionMapping.getRouterFunction( );1;0;3
RouterFunctionMapping.setMessageConverters( List < HttpMessageConverter < ? > > messageConverters );1;0;3
RouterFunctionMapping.setDetectHandlerFunctionsInAncestorContexts( boolean detectHandlerFunctionsInAncestorContexts );1;0;3
RouterFunctionMapping.RouterFunctionMapping( );1;0;2
RouterFunctionMapping.getHandlerInternal( HttpServletRequest servletRequest );3;1;11
