Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
IvyFile.getAttributeValueQualifier( int documentOffset );2;2;8
IvyFile.readyForValue( );1;0;3
IvyFile.getReversedDoc( );1;0;3
IvyFile.inTag( );1;0;3
IvyFile.IvyFile( IvyModelSettings settings , String projectName , String doc );1;0;3
IvyFile.getProjectName( );1;0;3
IvyFile.getParentTagIndex( );1;0;3
IvyFile.IvyFile( IvyModelSettings settings , String projectName , String doc , int currentOffset );1;0;7
IvyFile.getTagName( int documentOffset );4;3;14
IvyFile.getParentTagName( int documentOffset );2;1;5
IvyFile.inTag( int documentOffset );11;18;21
IvyFile.readyForValue( int documentOffset );1;1;3
IvyFile.getParentTagIndex( int documentOffset );17;24;57
IvyFile.getString( int start , int end );1;0;3
IvyFile.getDoc( );1;0;3
IvyFile.getStringIndexForward( String string , int documentOffset );1;0;3
IvyFile.getQualifier( int documentOffset );2;0;9
IvyFile.getAttributeName( int documentOffset );3;2;10
IvyFile.getQualifier( );1;0;3
IvyFile.getAllAttsValues( int documentOffset );9;9;42
IvyFile.getCurrentOffset( );1;0;3
IvyFile.getStringIndexForward( String string );1;0;3
IvyFile.getString( int [ ] indexes );2;1;7
IvyFile.getAllAttsValues( );1;0;3
IvyFile.getStringIndexBackward( String string , int documentOffset );1;0;4
IvyFile.getStringIndexBackward( String string );1;0;3
IvyFile.getReverseOffset( int documentOffset );1;1;3
IvyFile.getAttributeValueQualifier( );1;0;3
IvyFile.getParentTagName( );1;0;3
IvyFile.getOffset( );1;0;3
IvyFile.getAttributeName( );1;0;3
IvyFile.getTagName( );1;0;3
