Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
Launcher.error( String message , boolean usage );3;2;6
Launcher.killChildProcesses( );2;2;5
Launcher.getJavaCommand( );3;5;13
Launcher.resolveString( String unresolved );16;25;63
Launcher.getJDBCommand( );3;5;12
Launcher.error( Throwable t );3;4;7
Launcher.stop( );7;0;30
Launcher.run( );1;0;3
Launcher.getLocalizedString( String key );1;0;3
Launcher.setLog( PrintStream log );2;1;6
Launcher.getToolsClasspath( );11;14;39
Launcher.isStarted( );1;0;3
Launcher.getLog( );1;0;3
Launcher.getBootstrapDir( );2;0;7
Launcher.start( String [ ] args );34;48;136
Launcher.getBootstrapFile( );10;13;35
Launcher.getLocalizedString( String key , String className );2;0;8
Launcher.setVerbose( boolean verbose );1;0;3
Launcher.setStopped( boolean stopped );1;0;3
Launcher.setStarted( boolean started );1;0;3
Launcher.isStopped( );1;0;3
