File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
photon/tpeer,TPeer.__init__,1,12,21
photon/tpeer,TPeer.connect,6,26,24
photon/tpeer,TPeer.disconnect,3,11,9
photon/tpeer,TPeer.enqueue_init,1,7,13
photon/tpeer,TPeer.enqueue_message_as_payload,2,8,5
photon/tpeer,TPeer.enqueue_operation,5,21,18
photon/tpeer,TPeer.send_outgoing_commands,6,19,14
photon/tpeer,TPeer.send_ping,1,5,1
photon/tpeer,TPeer.send_data,4,8,5
photon/tpeer,TPeer.dispatch_incoming_commands,3,11,10
photon/tpeer,TPeer.receive_incoming_commands,7,22,34
photon/tpeer,TPeer.read_ping_result,1,6,13
photon/tpeer,TPeer.serialize_operation_to_message,4,18,12
photon/basepeer,BasePeer.__init__,1,17,14
photon/basepeer,BasePeer.get_local_ms_timestamp,1,2,1
photon/basepeer,BasePeer.enqueue_operation,1,3,1
photon/basepeer,BasePeer.init_once,1,11,20
photon/basepeer,BasePeer.init_peer,1,4,1
photon/basepeer,BasePeer.init_callback,2,5,2
photon/basepeer,BasePeer.deserialize_message_and_callback,15,32,68
photon/basepeer,BasePeer.update_round_trip_time_and_variance,5,17,37
photon/stats,TrafficStats.__init__,1,11,11
photon/stats,TrafficStats.total_command_count,1,4,3
photon/stats,TrafficStats.total_command_bytes,1,4,3
photon/stats,TrafficStats.total_packet_bytes,1,4,4
photon/stats,TrafficStats.count_control_command,1,4,3
photon/stats,TrafficStats.count_reliable_op_command,1,4,3
photon/stats,TrafficStats.count_unreliable_op_command,1,4,3
photon/stats,TrafficStats.count_fragment_op_command,1,4,3
photon/stats,TrafficStats.__str__,1,4,2
photon/support,SupportClass.short_to_byte_array,2,8,17
photon/support,SupportClass.int_to_byte_array,2,9,17
photon/support,SupportClass.long_to_byte_array,2,9,17
photon/peer,PhotonPeer.__init__,2,7,4
photon/peer,PhotonPeer.service,2,4,1
photon/peer,PhotonPeer.op_custom,1,3,1
photon/operations,OperationRequest.__str__,1,2,2
photon/operations,OperationResponse.__str__,1,3,2
photon/operations,EventData.__str__,1,2,2
photon/tconnect,TConnect.is_running,1,3,1
photon/tconnect,TConnect.start_connection,4,16,5
photon/tconnect,TConnect.send_tcp,7,17,16
photon/tconnect,TConnect.stop_connection,2,6,1
photon/tconnect,TConnect.connection_thread_run,14,56,83
