File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
google_images_download/google_images_download,googleimagesdownload.download_page,8,31,25
google_images_download/google_images_download,googleimagesdownload.download_extended_page,9,38,36
google_images_download/google_images_download,googleimagesdownload.replace_with_byte,1,2,4
google_images_download/google_images_download,googleimagesdownload.repair,1,4,2
google_images_download/google_images_download,googleimagesdownload.get_next_tab,3,23,76
google_images_download/google_images_download,googleimagesdownload.get_all_tabs,4,13,17
google_images_download/google_images_download,googleimagesdownload.format_object,1,12,32
google_images_download/google_images_download,googleimagesdownload.single_image,9,35,65
google_images_download/google_images_download,googleimagesdownload.similar_images,6,45,71
google_images_download/google_images_download,googleimagesdownload.build_url_parameters,7,37,441
google_images_download/google_images_download,googleimagesdownload.build_search_url,5,18,41
google_images_download/google_images_download,googleimagesdownload.file_size,4,12,21
google_images_download/google_images_download,googleimagesdownload.keywords_from_file,7,18,38
google_images_download/google_images_download,googleimagesdownload.create_directories,11,31,23
google_images_download/google_images_download,googleimagesdownload.download_image_thumbnail,16,54,125
google_images_download/google_images_download,googleimagesdownload.download_image,29,114,278
google_images_download/google_images_download,googleimagesdownload._get_next_item,7,27,37
google_images_download/google_images_download,googleimagesdownload._get_all_items,13,46,129
google_images_download/google_images_download,googleimagesdownload.download,16,42,50
google_images_download/google_images_download,googleimagesdownload.download_executor,34,101,272
