File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
fastapi/datastructures,UploadFile.validate,2,6,2
fastapi/datastructures,DefaultPlaceholder.__eq__,1,3,2
fastapi/params,Security.__init__,1,9,1
fastapi/routing,APIWebSocketRoute.matches,2,7,2
fastapi/routing,APIRoute.__init__,12,115,18
fastapi/routing,APIRoute.matches,2,7,2
fastapi/routing,APIRouter.__init__,2,45,7
fastapi/routing,APIRouter.add_api_route,4,80,8
fastapi/routing,APIRouter.add_api_websocket_route,1,11,1
fastapi/routing,APIRouter.include_router,18,109,23
fastapi/responses,ORJSONResponse.render,1,6,1
fastapi/applications,FastAPI.__init__,3,89,4
fastapi/applications,FastAPI.build_middleware_stack,4,20,4
fastapi/applications,FastAPI.openapi,2,15,2
fastapi/applications,FastAPI.setup,12,42,16
fastapi/dependencies/models,Dependant.__init__,1,41,8
fastapi/security/oauth2,OAuth2.__init__,1,11,1
fastapi/security/oauth2,OAuth2PasswordBearer.__init__,2,17,2
fastapi/security/oauth2,OAuth2AuthorizationCodeBearer.__init__,2,24,2
fastapi/security/oauth2,SecurityScopes.__init__,1,5,1
fastapi/security/http,HTTPBase.__init__,1,11,1
fastapi/security/http,HTTPBasic.__init__,1,12,1
fastapi/security/http,HTTPBearer.__init__,1,10,1
fastapi/security/http,HTTPDigest.__init__,1,10,1
fastapi/security/open_id_connect_url,OpenIdConnect.__init__,1,12,1
fastapi/security/api_key,APIKeyQuery.__init__,1,12,1
fastapi/security/api_key,APIKeyHeader.__init__,1,11,1
fastapi/security/api_key,APIKeyCookie.__init__,1,12,1
