File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
flask/cli,ScriptInfo.__init__,1,13,3
flask/cli,ScriptInfo.load_app,8,28,10
flask/cli,FlaskGroup.__init__,4,29,6
flask/cli,FlaskGroup._load_plugin_commands,4,11,4
flask/cli,FlaskGroup.get_command,5,18,6
flask/cli,FlaskGroup.list_commands,4,12,4
flask/cli,FlaskGroup.make_context,3,18,7
flask/cli,FlaskGroup.parse_args,2,7,3
flask/cli,CertParamType.convert,9,29,7
flask/cli,run_command,7,79,1
flask/cli,shell_command,5,28,1
flask/cli,routes_command,5,38,1
flask/app,Flask.json_encoder,1,21,1
flask/app,Flask.json_decoder,1,21,1
flask/app,Flask.__init__,4,54,5
flask/app,Flask._check_setup_finished,2,4,1
flask/app,Flask.name,3,12,3
flask/app,Flask.propagate_exceptions,2,14,2
flask/app,Flask.make_config,2,11,2
flask/app,Flask.auto_find_instance_path,2,8,1
flask/app,Flask.create_jinja_environment,4,22,5
flask/app,Flask.select_jinja_autoescape,2,6,1
flask/app,Flask.update_template_context,5,12,3
flask/app,Flask.debug,2,10,1
flask/app,Flask.run,13,54,19
flask/app,Flask.test_client,2,9,1
flask/app,Flask.test_cli_runner,2,8,1
flask/app,Flask.add_url_rule,9,43,13
flask/app,Flask.add_template_filter,1,8,1
flask/app,Flask.add_template_test,1,8,1
flask/app,Flask.add_template_global,1,8,1
flask/app,Flask._find_error_handler,6,17,4
flask/app,Flask.handle_http_exception,4,14,3
flask/app,Flask.trap_http_exception,4,16,4
flask/app,Flask.handle_user_exception,4,17,7
flask/app,Flask.handle_exception,5,21,5
flask/app,Flask.raise_routing_exception,2,13,6
flask/app,Flask.dispatch_request,3,16,4
flask/app,Flask.full_dispatch_request,7,19,7
flask/app,Flask.finalize_request,4,18,4
flask/app,Flask.ensure_sync,2,5,1
flask/app,Flask.async_to_sync,3,11,1
flask/app,Flask.url_for,12,52,16
flask/app,Flask.make_response,15,50,18
flask/app,Flask.create_url_adapter,4,22,5
flask/app,Flask.inject_url_defaults,5,12,4
flask/app,Flask.handle_url_build_error,6,17,4
flask/app,Flask.preprocess_request,8,17,5
flask/app,Flask.process_response,6,15,4
flask/app,Flask.do_teardown_request,5,14,3
flask/app,Flask.do_teardown_appcontext,3,11,1
flask/app,Flask.wsgi_app,5,25,8
flask/debughelpers,DebugFilesKeyError.__init__,2,12,1
flask/debughelpers,FormDataRoutingRedirect.__init__,2,13,2
flask/logging,wsgi_errors_stream,1,4,1
flask/testing,EnvironBuilder.__init__,5,36,14
flask/testing,FlaskClient.session_transaction,5,30,4
flask/testing,FlaskClient._copy_environ,2,6,1
flask/testing,FlaskClient.open,5,32,6
flask/testing,FlaskClient.__enter__,2,6,1
flask/testing,FlaskCliRunner.invoke,3,12,3
flask/scaffold,Scaffold.__init__,2,40,1
flask/scaffold,Scaffold.static_folder,2,12,2
flask/scaffold,Scaffold.static_url_path,2,15,3
flask/scaffold,Scaffold.get_send_file_max_age,3,10,2
flask/scaffold,Scaffold.send_static_file,2,9,2
flask/scaffold,Scaffold.jinja_loader,2,7,1
flask/scaffold,Scaffold.open_resource,2,6,2
flask/scaffold,Scaffold._method_route,2,10,2
flask/scaffold,Scaffold._get_exc_class_and_code,7,25,6
flask/helpers,locked_cached_property.__get__,2,6,1
flask/helpers,_split_blueprint_path,2,8,1
flask/wrappers,Request.max_content_length,2,6,1
flask/wrappers,Request.endpoint,2,7,1
flask/wrappers,Request.blueprint,2,11,3
flask/wrappers,Request.blueprints,2,8,1
flask/wrappers,Request._load_form_data,2,11,4
flask/wrappers,Request.on_json_loading_failed,4,8,4
flask/wrappers,Response.max_cookie_size,2,6,1
flask/blueprints,BlueprintSetupState.__init__,3,24,2
flask/blueprints,BlueprintSetupState.add_url_rule,5,27,5
flask/blueprints,Blueprint.__init__,3,32,3
flask/blueprints,Blueprint._check_setup_finished,2,8,1
flask/blueprints,Blueprint.register_blueprint,2,7,1
flask/blueprints,Blueprint.register,21,86,25
flask/blueprints,Blueprint.add_url_rule,3,23,6
flask/ctx,_AppCtxGlobals.__getattr__,3,5,1
flask/ctx,_AppCtxGlobals.__delattr__,3,6,1
flask/ctx,_AppCtxGlobals.pop,2,6,1
flask/ctx,_AppCtxGlobals.__contains__,1,3,1
flask/ctx,_AppCtxGlobals.__repr__,2,7,1
flask/ctx,AppContext.pop,5,17,4
flask/ctx,RequestContext.__init__,4,23,3
flask/ctx,RequestContext.match_request,3,8,2
flask/ctx,RequestContext.push,5,17,5
flask/ctx,RequestContext.pop,5,25,7
flask/config,ConfigAttribute.__get__,3,10,2
flask/config,Config.__init__,1,5,1
flask/config,Config.from_envvar,3,10,3
flask/config,Config.from_prefixed_env,8,29,10
flask/config,Config.from_pyfile,4,18,5
flask/config,Config.from_object,4,8,2
flask/config,Config.from_file,4,20,5
flask/config,Config.from_mapping,4,14,2
flask/config,Config.get_namespace,5,17,6
flask/templating,Environment.__init__,2,7,2
flask/templating,DispatchingJinjaLoader.get_source,2,6,1
flask/templating,DispatchingJinjaLoader._get_source_explained,6,23,4
flask/templating,DispatchingJinjaLoader._get_source_fast,4,10,3
flask/templating,DispatchingJinjaLoader._iter_loaders,4,12,2
flask/templating,DispatchingJinjaLoader.list_templates,5,13,2
flask/views,View.as_view,6,26,2
flask/views,MethodView.__init_subclass__,7,14,5
flask/views,MethodView.dispatch_request,2,11,3
flask/sessions,SessionInterface.get_cookie_domain,6,30,10
flask/sessions,SessionInterface.get_cookie_path,1,4,1
flask/sessions,SessionInterface.get_expiration_time,2,8,2
flask/sessions,SessionInterface.should_set_cookie,1,6,2
flask/sessions,SecureCookieSessionInterface.get_signing_serializer,2,14,2
flask/sessions,SecureCookieSessionInterface.open_session,5,18,5
flask/sessions,SecureCookieSessionInterface.save_session,5,36,6
flask/json/tag,TagDict.check,1,8,3
flask/json/tag,TagDict.to_python,1,5,3
flask/json/tag,TaggedJSONSerializer.register,4,22,6
flask/json/tag,TaggedJSONSerializer.tag,3,7,1
flask/json/tag,TaggedJSONSerializer.untag,3,11,4
flask/json/provider,JSONProvider.loads,1,4,1
flask/json/provider,JSONProvider._prepare_response_obj,4,14,9
flask/json/provider,DefaultJSONProvider.dumps,6,36,7
flask/json/provider,DefaultJSONProvider.loads,3,17,4
flask/json/provider,DefaultJSONProvider.response,4,30,7
