File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
ansible/galaxy/api,_load_cache,6,30,1
ansible/galaxy/api,GalaxyError.__init__,7,33,14
ansible/galaxy/api,GalaxyAPI.__init__,4,34,7
ansible/galaxy/api,GalaxyAPI.__lt__,2,11,7
ansible/galaxy/api,GalaxyAPI._call_galaxy,19,73,33
ansible/galaxy/api,GalaxyAPI._add_auth_token,4,11,6
ansible/galaxy/api,GalaxyAPI.authenticate,4,16,4
ansible/galaxy/api,GalaxyAPI.create_import_task,4,18,6
ansible/galaxy/api,GalaxyAPI.get_import_task,3,15,5
ansible/galaxy/api,GalaxyAPI.lookup_role_by_name,5,22,13
ansible/galaxy/api,GalaxyAPI.fetch_role_related,4,26,7
ansible/galaxy/api,GalaxyAPI.get_list,6,26,9
ansible/galaxy/api,GalaxyAPI.search_roles,6,25,17
ansible/galaxy/api,GalaxyAPI.add_secret,1,12,1
ansible/galaxy/api,GalaxyAPI.remove_secret,1,7,1
ansible/galaxy/api,GalaxyAPI.delete_role,1,8,1
ansible/galaxy/api,GalaxyAPI.publish_collection,4,33,12
ansible/galaxy/api,GalaxyAPI.wait_import_task,12,54,36
ansible/galaxy/api,GalaxyAPI.get_collection_metadata,3,23,3
ansible/galaxy/api,GalaxyAPI.get_collection_version_metadata,1,17,2
ansible/galaxy/api,GalaxyAPI.get_collection_versions,16,62,28
ansible/galaxy/api,GalaxyAPI.get_collection_signatures,3,18,3
ansible/galaxy/role,GalaxyRole.__init__,5,27,8
ansible/galaxy/role,GalaxyRole.__repr__,2,6,2
ansible/galaxy/role,GalaxyRole.__eq__,1,3,1
ansible/galaxy/role,GalaxyRole.api,2,6,2
ansible/galaxy/role,GalaxyRole.metadata,7,19,6
ansible/galaxy/role,GalaxyRole.metadata_dependencies,4,16,5
ansible/galaxy/role,GalaxyRole.install_info,5,17,5
ansible/galaxy/role,GalaxyRole._exists,3,7,1
ansible/galaxy/role,GalaxyRole._write_galaxy_install_info,4,16,4
ansible/galaxy/role,GalaxyRole.remove,4,9,2
ansible/galaxy/role,GalaxyRole.fetch,7,26,12
ansible/galaxy/role,GalaxyRole.install,43,118,87
ansible/galaxy/role,GalaxyRole.requirements,7,22,8
ansible/galaxy/token,KeycloakToken.__init__,2,10,1
ansible/galaxy/token,KeycloakToken._form_payload,1,4,1
ansible/galaxy/token,KeycloakToken.get,2,13,1
ansible/galaxy/token,KeycloakToken.headers,1,6,1
ansible/galaxy/token,GalaxyToken.config,3,9,2
ansible/galaxy/token,GalaxyToken._read,3,19,9
ansible/galaxy/token,GalaxyToken.headers,2,8,2
ansible/galaxy/token,BasicAuthToken._encode_token,1,9,2
ansible/galaxy/token,BasicAuthToken.get,2,6,1
ansible/galaxy/token,BasicAuthToken.headers,1,6,1
ansible/galaxy/collection/galaxy_api_proxy,MultiGalaxyAPIProxy._assert_that_offline_mode_is_not_requested,2,3,1
ansible/galaxy/collection/galaxy_api_proxy,MultiGalaxyAPIProxy._get_collection_versions,8,28,8
ansible/galaxy/collection/galaxy_api_proxy,MultiGalaxyAPIProxy.get_collection_versions,2,17,1
ansible/galaxy/collection/galaxy_api_proxy,MultiGalaxyAPIProxy.get_collection_version_metadata,5,33,4
ansible/galaxy/collection/galaxy_api_proxy,MultiGalaxyAPIProxy.get_collection_dependencies,2,9,1
ansible/galaxy/collection/galaxy_api_proxy,MultiGalaxyAPIProxy.get_signatures,6,26,5
ansible/galaxy/collection/concrete_artifact_manager,ConcreteArtifactsManager.ignore_signature_errors,2,6,1
ansible/galaxy/collection/concrete_artifact_manager,ConcreteArtifactsManager.get_galaxy_artifact_source_info,3,20,1
ansible/galaxy/collection/concrete_artifact_manager,ConcreteArtifactsManager.get_galaxy_artifact_path,7,39,4
ansible/galaxy/collection/concrete_artifact_manager,ConcreteArtifactsManager.get_artifact_path,8,37,6
ansible/galaxy/collection/concrete_artifact_manager,ConcreteArtifactsManager.get_direct_collection_fqcn,2,7,1
ansible/galaxy/collection/concrete_artifact_manager,ConcreteArtifactsManager.get_direct_collection_dependencies,2,8,1
ansible/galaxy/collection/concrete_artifact_manager,ConcreteArtifactsManager.get_direct_collection_meta,9,35,8
ansible/galaxy/collection/concrete_artifact_manager,_tarfile_extract,2,11,1
ansible/galaxy/dependency_resolution/providers,PinnedCandidateRequests.__contains__,5,12,5
ansible/galaxy/dependency_resolution/providers,CollectionDependencyProviderBase.__init__,1,30,6
ansible/galaxy/dependency_resolution/providers,CollectionDependencyProviderBase._is_user_requested,3,12,5
ansible/galaxy/dependency_resolution/providers,CollectionDependencyProviderBase._get_preference,2,8,2
ansible/galaxy/dependency_resolution/providers,CollectionDependencyProviderBase._find_matches,19,73,37
ansible/galaxy/dependency_resolution/providers,CollectionDependencyProviderBase.is_satisfied_by,3,22,10
ansible/galaxy/dependency_resolution/providers,CollectionDependencyProviderBase.get_dependencies,2,11,4
ansible/galaxy/dependency_resolution/providers,CollectionDependencyProvider060.find_matches,1,7,2
