File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
scrapy/extension,ExtensionManager._get_mwlist_from_settings,1,3,2
scrapy/logformatter,LogFormatter.crawled,1,15,24
scrapy/logformatter,LogFormatter.scraped,2,12,11
scrapy/logformatter,LogFormatter.dropped,1,8,10
scrapy/logformatter,LogFormatter.item_error,1,7,8
scrapy/logformatter,LogFormatter.spider_error,1,8,10
scrapy/logformatter,LogFormatter.download_error,2,12,11
scrapy/robotstxt,PythonRobotParser.from_crawler,1,7,1
scrapy/robotstxt,ReppyRobotParser.__init__,1,5,1
scrapy/robotstxt,ReppyRobotParser.from_crawler,1,7,1
scrapy/robotstxt,RerpRobotParser.from_crawler,1,7,1
scrapy/robotstxt,ProtegoRobotParser.from_crawler,1,7,1
scrapy/pqueues,ScrapyPriorityQueue.init_prios,3,8,2
scrapy/pqueues,ScrapyPriorityQueue.qfactory,1,6,4
scrapy/pqueues,ScrapyPriorityQueue.priority,1,3,2
scrapy/pqueues,ScrapyPriorityQueue.push,3,13,6
scrapy/pqueues,ScrapyPriorityQueue.pop,3,15,3
scrapy/pqueues,ScrapyPriorityQueue.peek,2,8,1
scrapy/pqueues,ScrapyPriorityQueue.__len__,1,3,1
scrapy/pqueues,DownloaderInterface._active_downloads,2,6,3
scrapy/pqueues,DownloaderAwarePriorityQueue.__init__,4,18,17
scrapy/pqueues,DownloaderAwarePriorityQueue.pqfactory,1,7,4
scrapy/pqueues,DownloaderAwarePriorityQueue.pop,3,13,6
scrapy/pqueues,DownloaderAwarePriorityQueue.push,2,8,2
scrapy/pqueues,DownloaderAwarePriorityQueue.peek,2,10,3
scrapy/pqueues,DownloaderAwarePriorityQueue.__len__,1,3,1
scrapy/pqueues,DownloaderAwarePriorityQueue.__contains__,1,3,1
scrapy/exceptions,CloseSpider.__init__,1,4,2
scrapy/exceptions,UsageError.__init__,1,4,2
scrapy/crawler,Crawler.__init__,8,46,27
scrapy/crawler,Crawler.crawl,5,18,6
scrapy/crawler,Crawler.stop,2,7,1
scrapy/crawler,CrawlerRunner._get_spider_loader,3,16,7
scrapy/crawler,CrawlerRunner.__init__,2,11,2
scrapy/crawler,CrawlerRunner.spiders,1,7,3
scrapy/crawler,CrawlerRunner.crawl,2,8,3
scrapy/crawler,CrawlerRunner.create_crawler,3,8,4
scrapy/crawler,CrawlerRunner._create_crawler,2,5,1
scrapy/crawler,CrawlerRunner.join,2,5,1
scrapy/crawler,CrawlerProcess._signal_shutdown,1,9,4
scrapy/crawler,CrawlerProcess._signal_kill,1,8,4
scrapy/crawler,CrawlerProcess._create_crawler,2,8,2
scrapy/crawler,CrawlerProcess.start,4,18,11
scrapy/crawler,CrawlerProcess._stop_reactor,3,6,1
scrapy/item,ItemMeta.__new__,5,20,19
scrapy/item,Item.__init__,3,7,2
scrapy/item,Item.__setitem__,2,6,4
scrapy/item,Item.__getattr__,2,5,6
scrapy/item,Item.__setattr__,2,5,10
scrapy/resolver,CachingThreadedResolver.from_crawler,2,6,8
scrapy/resolver,CachingThreadedResolver.getHostByName,3,10,3
scrapy/resolver,_CachingResolutionReceiver.resolutionComplete,2,5,1
scrapy/resolver,CachingHostnameResolver.from_crawler,2,7,6
scrapy/resolver,CachingHostnameResolver.resolveHostName,4,22,5
scrapy/shell,Shell.__init__,1,10,4
scrapy/shell,Shell.start,7,26,25
scrapy/shell,Shell._schedule,2,10,3
scrapy/shell,Shell._open_spider,3,12,3
scrapy/shell,Shell.fetch,5,18,9
scrapy/shell,Shell.populate_vars,3,18,25
scrapy/shell,Shell.get_help,4,18,26
scrapy/shell,Shell._is_relevant,1,3,1
scrapy/signalmanager,SignalManager.connect,1,4,2
scrapy/signalmanager,SignalManager.disconnect,1,4,2
scrapy/signalmanager,SignalManager.send_catch_log,1,4,2
scrapy/signalmanager,SignalManager.send_catch_log_deferred,1,4,2
scrapy/signalmanager,SignalManager.disconnect_all,1,4,2
scrapy/statscollectors,StatsCollector.__init__,1,4,2
scrapy/statscollectors,StatsCollector.inc_value,1,5,3
scrapy/statscollectors,StatsCollector.close_spider,2,7,6
scrapy/statscollectors,DummyStatsCollector.inc_value,1,1,2
scrapy/spiderloader,SpiderLoader.__init__,1,7,4
scrapy/spiderloader,SpiderLoader._check_name_duplicates,3,14,18
scrapy/spiderloader,SpiderLoader._load_all_spiders,6,13,9
scrapy/spiderloader,SpiderLoader.load,3,6,3
scrapy/mail,MailSender.__init__,1,19,5
scrapy/mail,MailSender.from_settings,1,10,14
scrapy/mail,MailSender.send,8,57,49
scrapy/mail,MailSender._sent_ok,1,8,10
scrapy/mail,MailSender._sent_failed,1,11,12
scrapy/mail,MailSender._sendmail,2,11,1
scrapy/mail,MailSender._create_sender_factory,2,20,16
scrapy/cmdline,ScrapyArgumentParser._parse_optional,2,4,6
scrapy/dupefilters,RFPDupeFilter.__init__,2,18,9
scrapy/dupefilters,RFPDupeFilter.from_settings,3,14,6
scrapy/dupefilters,RFPDupeFilter.from_crawler,3,14,4
scrapy/dupefilters,RFPDupeFilter.request_seen,3,11,6
scrapy/dupefilters,RFPDupeFilter.close,2,3,1
scrapy/dupefilters,RFPDupeFilter.log,3,12,18
scrapy/exporters,BaseItemExporter._configure,2,10,15
scrapy/exporters,BaseItemExporter.serialize_field,1,4,2
scrapy/exporters,BaseItemExporter._get_serialized_fields,10,28,11
scrapy/exporters,JsonLinesItemExporter.__init__,1,7,3
scrapy/exporters,JsonLinesItemExporter.export_item,1,6,3
scrapy/exporters,JsonItemExporter.__init__,1,14,9
scrapy/exporters,JsonItemExporter._beautify_newline,2,4,1
scrapy/exporters,JsonItemExporter.export_item,2,9,1
scrapy/exporters,XmlItemExporter.__init__,2,9,12
scrapy/exporters,XmlItemExporter._beautify_newline,2,7,8
scrapy/exporters,XmlItemExporter._beautify_indent,2,4,10
scrapy/exporters,XmlItemExporter.export_item,2,10,4
scrapy/exporters,XmlItemExporter._export_xml_field,6,20,11
scrapy/exporters,CsvItemExporter.__init__,2,23,7
scrapy/exporters,CsvItemExporter.serialize_field,1,4,2
scrapy/exporters,CsvItemExporter._join_if_needed,4,7,2
scrapy/exporters,CsvItemExporter.export_item,2,8,2
scrapy/exporters,CsvItemExporter._build_row,4,7,2
scrapy/exporters,CsvItemExporter._write_headers_and_set_fields_to_export,4,11,4
scrapy/exporters,PickleItemExporter.__init__,1,5,1
scrapy/exporters,PprintItemExporter.export_item,1,5,3
scrapy/exporters,PythonItemExporter._configure,3,11,9
scrapy/exporters,PythonItemExporter.serialize_field,1,4,2
scrapy/exporters,PythonItemExporter._serialize_value,5,12,4
scrapy/exporters,PythonItemExporter.export_item,2,6,1
scrapy/link,Link.__init__,2,9,6
scrapy/link,Link.__eq__,1,7,5
scrapy/link,Link.__hash__,1,3,3
scrapy/link,Link.__repr__,1,3,10
scrapy/middleware,MiddlewareManager.from_settings,5,26,25
scrapy/middleware,MiddlewareManager._add_middleware,3,5,10
scrapy/middleware,MiddlewareManager.open_spider,1,2,2
scrapy/middleware,MiddlewareManager.close_spider,1,2,2
scrapy/responsetypes,ResponseTypes.__init__,2,8,6
scrapy/responsetypes,ResponseTypes.from_mimetype,3,11,8
scrapy/responsetypes,ResponseTypes.from_content_type,2,7,4
scrapy/responsetypes,ResponseTypes.from_content_disposition,3,11,14
scrapy/responsetypes,ResponseTypes.from_headers,3,13,5
scrapy/responsetypes,ResponseTypes.from_filename,2,9,3
scrapy/responsetypes,ResponseTypes.from_body,5,17,20
scrapy/responsetypes,ResponseTypes.from_args,5,16,7
scrapy/pipelines/files,FSFilesStore.__init__,2,8,8
scrapy/pipelines/files,FSFilesStore.stat_file,3,10,8
scrapy/pipelines/files,FSFilesStore._get_filesystem_path,1,4,2
scrapy/pipelines/files,FSFilesStore._mkdir,3,9,4
scrapy/pipelines/files,S3FilesStore.__init__,3,19,19
scrapy/pipelines/files,S3FilesStore.persist_file,2,17,3
scrapy/pipelines/files,S3FilesStore._headers_to_botocore_kwargs,4,38,105
scrapy/pipelines/files,GCSFilesStore.__init__,3,18,25
scrapy/pipelines/files,GCSFilesStore._get_content_type,2,6,9
