Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
PortletActionProviderImpl.changeRenderParameters( Map parameters );2;1;8
PortletActionProviderImpl.PortletActionProviderImpl( PortletWindow portletWindow , PortalService service );1;0;4
PortletActionProviderImpl.changePortletWindowState( WindowState state );5;2;16
PortletActionProviderImpl.changePortletMode( PortletMode mode );2;1;6
