Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
StaticRecipientList.processAsync( MessageExchange exchange );17;22;68
StaticRecipientList.getRecipients( );1;0;3
StaticRecipientList.setReportErrors( boolean reportErrors );1;0;3
StaticRecipientList.isReportErrors( );1;0;3
StaticRecipientList.setRecipients( ExchangeTarget [ ] recipients );1;0;3
StaticRecipientList.processSync( MessageExchange exchange );8;9;27
StaticRecipientList.validate( );3;3;6
