File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
deps/build/dep_TIFF-prefix/src/dep_TIFF/contrib/dbs/tiff-bi.c, main, 8, 39, 23
deps/build/dep_TIFF-prefix/src/dep_TIFF/contrib/dbs/tiff-grayscale.c, main, 12, 80, 52
deps/build/dep_TIFF-prefix/src/dep_TIFF/contrib/dbs/tiff-palette.c, main, 40, 206, 193
deps/build/dep_TIFF-prefix/src/dep_TIFF/contrib/dbs/tiff-rgb.c, main, 22, 135, 125
deps/build/dep_TIFF-prefix/src/dep_TIFF/contrib/iptcutil/iptcutil.c, formatIPTC, 19, 114, 77
deps/build/dep_TIFF-prefix/src/dep_TIFF/contrib/iptcutil/iptcutil.c, main, 26, 170, 130
deps/build/dep_TIFF-prefix/src/dep_TIFF/libtiff/tif_unix.c, _TIFFcalloc, 2, 6, 7
deps/build/dep_TIFF-prefix/src/dep_TIFF/test/defer_strile_loading.c, test, 30, 223, 131
deps/build/dep_TIFF-prefix/src/dep_TIFF/test/defer_strile_writing.c, test, 16, 156, 86
deps/build/dep_TIFF-prefix/src/dep_TIFF/test/raw_decode.c, check_cluster, 1, 20, 5
deps/build/dep_TIFF-prefix/src/dep_TIFF/test/raw_decode.c, check_rgb_pixel, 6, 18, 29
deps/build/dep_TIFF-prefix/src/dep_TIFF/test/raw_decode.c, check_rgba_pixel, 8, 26, 9
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, main, 48, 196, 126
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, tiff2pdf_usage, 1, 37, 6
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, tiff2pdf_match_paper_size, 3, 56, 8
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_init, 1, 20, 11
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_free, 8, 28, 39
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_validate, 10, 27, 53
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_read_tiff_init, 44, 206, 246
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_cmp_t2p_page, 1, 8, 6
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_read_tiff_data, 114, 597, 623
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_read_tiff_size, 23, 124, 152
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_read_tiff_size_tile, 12, 53, 71
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_tile_is_right_edge, 2, 8, 7
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_tile_is_bottom_edge, 2, 8, 7
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_tile_is_edge, 0, 3, 3
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_tile_is_corner_edge, 0, 3, 3
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_readwrite_pdf_image, 71, 535, 411
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_readwrite_pdf_image_tile, 58, 406, 327
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_sample_planar_separate_to_contig, 2, 16, 6
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_sample_realize_palette, 5, 28, 24
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_sample_abgr_to_rgb, 1, 12, 15
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_sample_lab_signed_to_unsigned, 3, 18, 20
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_write_pdf_header, 0, 12, 9
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_write_pdf_obj_start, 0, 10, 3
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_write_pdf_obj_end, 0, 5, 1
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_write_pdf_name, 16, 90, 66
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_write_pdf_string, 12, 46, 32
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_write_pdf_stream, 0, 5, 1
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_write_pdf_stream_start, 0, 5, 1
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_write_pdf_stream_end, 0, 5, 1
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_write_pdf_stream_dict, 1, 15, 10
deps/build/dep_TIFF-prefix/src/dep_TIFF/tools/tiff2pdf.c, t2p_write_pdf_stream_dict_start, 0, 5, 1
