File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
extension/jemalloc/jemalloc/src/decay.cpp, decay_ns_until_purge, 11, 49, 41
extension/jemalloc/jemalloc/src/jemalloc.cpp, default_junk_alloc, 0, 3, 2
extension/jemalloc/jemalloc/src/jemalloc.cpp, default_junk_free, 0, 3, 2
extension/jemalloc/jemalloc/src/jemalloc.cpp, je_free, 1, 7, 7
extension/jemalloc/jemalloc/src/jemalloc.cpp, je_xallocx, 11, 60, 40
extension/jemalloc/jemalloc/src/jemalloc.cpp, je_dallocx, 2, 22, 11
extension/jemalloc/jemalloc/src/jemalloc.cpp, je_sdallocx, 2, 8, 10
extension/jemalloc/jemalloc/src/prof_data.cpp, prof_unbias_map_init, 1, 14, 1
extension/jemalloc/jemalloc/src/safety_check.cpp, safety_check_fail_sized_dealloc, 1, 10, 2
extension/jemalloc/jemalloc/src/safety_check.cpp, safety_check_set_abort, 0, 3, 2
extension/jemalloc/jemalloc/src/safety_check.cpp, safety_check_fail, 1, 13, 10
extension/jemalloc/jemalloc/src/tcache.cpp, tcache_assert_initialized, 0, 3, 1
extension/jemalloc/jemalloc/src/tsd.cpp, tsd_global_slow_dec, 0, 4, 3
extension/jemalloc/jemalloc-extension.cpp, Free, 0, 3, 2
extension/parquet/column_reader.cpp, RegisterPrefetch, 1, 6, 6
extension/parquet/column_reader.cpp, TotalCompressedSize, 1, 6, 3
extension/parquet/column_reader.cpp, Stats, 3, 7, 12
extension/parquet/column_reader.cpp, InitializeRead, 3, 16, 14
extension/parquet/column_reader.cpp, PrepareRead, 3, 24, 12
extension/parquet/column_reader.cpp, PreparePageV2, 5, 27, 23
extension/parquet/column_reader.cpp, AllocateBlock, 1, 7, 8
extension/parquet/column_reader.cpp, AllocateCompressed, 0, 3, 2
extension/parquet/column_reader.cpp, PreparePage, 2, 15, 10
extension/parquet/column_reader.cpp, DecompressInternal, 9, 42, 15
extension/parquet/column_reader.cpp, PrepareDataPage, 22, 66, 52
extension/parquet/column_reader.cpp, Read, 17, 73, 71
extension/parquet/column_reader.cpp, Skip, 0, 3, 2
extension/parquet/column_reader.cpp, ApplyPendingSkips, 2, 16, 9
extension/parquet/column_reader.cpp, VerifyString, 2, 13, 4
extension/parquet/column_reader.cpp, Dictionary, 2, 16, 13
extension/parquet/column_reader.cpp, ReadDbpData, 0, 10, 4
extension/parquet/column_reader.cpp, PrepareDeltaLengthByteArray, 2, 20, 12
extension/parquet/column_reader.cpp, PrepareDeltaByteArray, 6, 31, 21
extension/parquet/column_reader.cpp, DeltaByteArray, 6, 25, 18
extension/parquet/column_reader.cpp, DictReference, 0, 3, 1
extension/parquet/column_reader.cpp, PlainReference, 0, 3, 1
extension/parquet/column_reader.cpp, PlainRead, 1, 9, 4
extension/parquet/column_reader.cpp, PlainSkip, 1, 5, 4
extension/parquet/column_reader.cpp, ApplyPendingSkips, 2, 17, 7
extension/parquet/column_reader.cpp, Read, 0, 6, 2
extension/parquet/column_reader.cpp, Stats, 2, 14, 3
extension/parquet/column_reader.cpp, InitializeRead, 1, 8, 5
extension/parquet/column_reader.cpp, Read, 1, 8, 3
extension/parquet/column_reader.cpp, InitializeRead, 0, 4, 2
extension/parquet/column_reader.cpp, Read, 3, 17, 16
extension/parquet/column_reader.cpp, Skip, 0, 3, 2
extension/parquet/column_reader.cpp, InitializeRead, 1, 6, 4
extension/parquet/column_reader.cpp, Read, 6, 24, 18
extension/parquet/column_reader.cpp, Skip, 1, 5, 4
extension/parquet/column_reader.cpp, RegisterPrefetch, 1, 5, 4
extension/parquet/column_reader.cpp, TotalCompressedSize, 1, 7, 3
extension/parquet/column_reader.cpp, TypeHasExactRowCount, 5, 16, 8
extension/parquet/column_reader.cpp, GroupRowsAvailable, 2, 8, 2
extension/parquet/column_reader.cpp, PlainRead, 1, 13, 9
extension/parquet/column_reader.cpp, PlainSkip, 1, 4, 2
extension/parquet/column_reader.cpp, CreateReader, 1, 9, 2
extension/parquet/column_reader.cpp, CreateReader, 35, 102, 11
extension/parquet/column_writer.cpp, VarintEncode, 2, 10, 15
extension/parquet/column_writer.cpp, GetVarintSize, 1, 8, 6
extension/parquet/column_writer.cpp, FinishRun, 0, 5, 4
extension/parquet/column_writer.cpp, PrepareValue, 1, 8, 9
extension/parquet/column_writer.cpp, FinishPrepare, 0, 3, 2
extension/parquet/column_writer.cpp, BeginWrite, 0, 4, 3
extension/parquet/column_writer.cpp, WriteRun, 4, 23, 17
extension/parquet/column_writer.cpp, WriteValue, 1, 8, 9
extension/parquet/column_writer.cpp, FinishWrite, 0, 3, 2
extension/parquet/column_writer.cpp, CompressPage, 5, 42, 13
extension/parquet/column_writer.cpp, HandleRepeatLevels, 2, 9, 12
extension/parquet/column_writer.cpp, HandleDefineLevels, 10, 35, 33
extension/parquet/column_writer.cpp, HasDictionary, 0, 3, 1
extension/parquet/column_writer.cpp, InitializeWriteState, 0, 6, 1
extension/parquet/column_writer.cpp, RegisterToRowGroup, 0, 9, 7
extension/parquet/column_writer.cpp, Prepare, 7, 29, 29
