File,Method Name,Cyclomatic Complexity,Source Lines of Code,Mutant Density
Cell.cpp, Alive, 0, 3, 1
Cell.cpp, Alive, 0, 3, 1
Game.hpp, Game, 0, 5, 3
Game.hpp, evolve, 3, 15, 11
Game.hpp, operator(), 1, 7, 17
Game.hpp, evaluate_grid, 10, 26, 58
Grid.hpp, Grid, 2, 8, 5
Grid.hpp, gridObject, 0, 4, 2
Grid.hpp, print, 2, 11, 9
main.cpp, main, 6, 30, 23
