Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
TelnetInputStream.close( );3;2;14
TelnetInputStream.markSupported( );1;0;3
TelnetInputStream.available( );1;0;6
TelnetInputStream.read( byte buffer [ ] );1;0;3
TelnetInputStream.run( );10;2;59
TelnetInputStream.__read( boolean mayBlock );26;11;135
TelnetInputStream.read( );19;19;93
TelnetInputStream.TelnetInputStream( InputStream input , TelnetClient client , boolean readerThread );2;0;18
TelnetInputStream.read( byte buffer [ ] , int offset , int length );6;12;19
TelnetInputStream.__processChar( int ch );7;6;32
TelnetInputStream.TelnetInputStream( InputStream input , TelnetClient client );1;0;3
TelnetInputStream._start( );3;3;13
