Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
AbstractBaseAlgorithmBuilder.setupTriggers( Element algorithmElement , AbstractBaseAlgorithm algorithm );2;1;4
AbstractBaseAlgorithmBuilder.service( ServiceManager manager );1;0;3
AbstractBaseAlgorithmBuilder.setupComponent( CalculatedFieldAlgorithm algorithm );1;0;3
AbstractBaseAlgorithmBuilder.contextualize( Context context );1;0;3
AbstractBaseAlgorithmBuilder.getLogger( );1;0;3
AbstractBaseAlgorithmBuilder.setup( Element algorithmElement , AbstractBaseAlgorithm algorithm );1;0;4
AbstractBaseAlgorithmBuilder.enableLogging( Logger logger );1;0;3
AbstractBaseAlgorithmBuilder.setupTriggers( String fields , AbstractBaseAlgorithm algorithm );2;0;8
