Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
JavaGDateHolderEx.equal_to( XmlObject obj );1;0;3
JavaGDateHolderEx.validate_simpleval( String lexical , ValidationContext ctx );1;0;4
JavaGDateHolderEx.set_nil( );1;0;3
JavaGDateHolderEx.set_Date( Date v );5;5;12
JavaGDateHolderEx.lex( String v , SchemaType sType , ValidationContext context );5;3;25
JavaGDateHolderEx.set_text( String s );4;2;10
JavaGDateHolderEx.compute_text( NamespaceManager nsm );2;1;1
JavaGDateHolderEx.JavaGDateHolderEx( SchemaType type , boolean complex );1;0;4
JavaGDateHolderEx.getDateValue( );2;1;6
JavaGDateHolderEx.set_int( int v );8;5;20
JavaGDateHolderEx.set_GDate( GDateSpecification v );6;4;19
JavaGDateHolderEx.schemaType( );1;0;1
JavaGDateHolderEx.validateValue( GDateSpecification v , SchemaType sType , ValidationContext context );13;13;31
JavaGDateHolderEx.value_hash_code( );1;0;3
JavaGDateHolderEx.set_Calendar( Calendar c );2;0;9
JavaGDateHolderEx.getIntValue( );8;6;22
JavaGDateHolderEx.getCalendarValue( );2;1;6
JavaGDateHolderEx.getGDateValue( );2;1;6
JavaGDateHolderEx.validateLexical( String v , SchemaType sType , ValidationContext context );4;3;8
JavaGDateHolderEx.compare_to( XmlObject obj );1;0;3
