Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
JavaDecimalHolder.set_nil( );1;0;3
JavaDecimalHolder.validateLexical( String v , ValidationContext context );10;12;42
JavaDecimalHolder.equal_to( XmlObject decimal );1;1;3
JavaDecimalHolder.value_hash_code( );5;8;13
JavaDecimalHolder.set_BigDecimal( BigDecimal v );1;0;1
JavaDecimalHolder.decimalHashCode( );3;7;9
JavaDecimalHolder.getBigDecimalValue( );1;0;1
JavaDecimalHolder.set_text( String s );3;0;11
JavaDecimalHolder.compute_text( NamespaceManager nsm );1;0;1
JavaDecimalHolder.schemaType( );1;0;1
JavaDecimalHolder.compare_to( XmlObject decimal );1;0;3
