Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
DefaultJmsActivationSpecFactory.populateActivationSpecProperties( BeanWrapper bw , JmsActivationSpecConfig config );9;2;25
DefaultJmsActivationSpecFactory.determineActivationSpecClass( ResourceAdapter adapter );11;7;50
DefaultJmsActivationSpecFactory.applyAcknowledgeMode( BeanWrapper bw , int ackMode );3;2;8
