Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
StaticProfileManager.getCopletInstances( CopletDefinition data );4;0;15
StaticProfileManager.getCopletDefinitions( );2;0;7
StaticProfileManager.cacheLayouts( Map layoutMap , Layout layout );5;2;16
StaticProfileManager.getCopletDefinition( String copletDataId );7;4;19
StaticProfileManager.getLayout( String layoutID );8;7;43
StaticProfileManager.setProfileLS( ProfileStore loader );1;0;3
StaticProfileManager.setProfilesPath( String profilesPath );1;0;3
StaticProfileManager.getLayoutInstance( Layout layout );1;0;3
StaticProfileManager.getCopletInstance( String copletID );4;0;14
StaticProfileManager.loadCopletInstances( );3;1;32
StaticProfileManager.getCopletDefinitionManager( );1;0;5
StaticProfileManager.getCopletInstances( );2;0;7
