Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
InvalidBpelRoleException.InvalidBpelRoleException( String msg );1;0;3
InvalidBpelRoleException.InvalidBpelRoleException( String msg , Throwable t );1;0;3
