Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ZipArchiveSerializer.recycle( );3;2;11
ZipArchiveSerializer.startDocument( );1;0;4
ZipArchiveSerializer.addEntry( Attributes atts );14;12;60
ZipArchiveSerializer.characters( char [ ] buffer , int offset , int length );3;3;5
ZipArchiveSerializer.getMimeType( );1;0;3
ZipArchiveSerializer.endElement( String namespaceURI , String localName , String qName );6;4;28
ZipArchiveSerializer.close( );1;0;1
ZipArchiveSerializer.service( ServiceManager manager );1;0;4
ZipArchiveSerializer.dispose( );2;1;7
ZipArchiveSerializer.startPrefixMapping( String prefix , String uri );4;4;9
ZipArchiveSerializer.endPrefixMapping( String prefix );3;3;5
ZipArchiveSerializer.startElement( String namespaceURI , String localName , String qName , Attributes atts );11;5;36
ZipArchiveSerializer.endDocument( );2;0;7
