Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ChangeLogParser.getEntrySetAsArray( );2;1;8
ChangeLogParser.ChangeLogParser( boolean remote , String packageName , List modules );5;3;19
ChangeLogParser.ChangeLogParser( );1;0;3
ChangeLogParser.processDate( final String line );2;2;11
ChangeLogParser.stdout( final String line );6;0;22
ChangeLogParser.processRevision( final String line );3;0;8
ChangeLogParser.processFile( final String line );8;10;22
ChangeLogParser.processComment( final String line );3;4;18
ChangeLogParser.reset( );1;0;8
ChangeLogParser.saveEntry( );2;3;12
ChangeLogParser.parseDate( final String date );3;0;11
ChangeLogParser.processGetPreviousRevision( final String line );2;1;10
