File;Method Name;Z-score
rebound-android-playground/src/main/java/com/facebook/rebound/playground/examples/BallExample.java;BallExample.onGlobalLayout( );4.118743188939412
rebound-core/src/main/java/com/facebook/rebound/BouncyConversion.java;BouncyConversion.b3_friction1( double x );7.016049906208572
rebound-core/src/main/java/com/facebook/rebound/BouncyConversion.java;BouncyConversion.b3_friction2( double x );7.016049906208572
rebound-core/src/main/java/com/facebook/rebound/BouncyConversion.java;BouncyConversion.b3_friction3( double x );7.016049906208572
rebound-core/src/main/java/com/facebook/rebound/BouncyConversion.java;BouncyConversion.linear_interpolation( double t , double start , double end );4.311896970090689
rebound-core/src/main/java/com/facebook/rebound/OrigamiValueConverter.java;OrigamiValueConverter.frictionFromOrigamiValue( double oValue );4.311896970090689
rebound-core/src/main/java/com/facebook/rebound/OrigamiValueConverter.java;OrigamiValueConverter.origamiValueFromFriction( double friction );4.311896970090689
rebound-core/src/main/java/com/facebook/rebound/OrigamiValueConverter.java;OrigamiValueConverter.origamiValueFromTension( double tension );4.311896970090689
rebound-core/src/main/java/com/facebook/rebound/OrigamiValueConverter.java;OrigamiValueConverter.tensionFromOrigamiValue( double oValue );4.311896970090689
rebound-core/src/main/java/com/facebook/rebound/Spring.java;Spring.interpolate( double alpha );7.016049906208572
rebound-core/src/main/java/com/facebook/rebound/Spring.java;Spring.isOvershooting( );6.204804025373208
src/main/java/com/alibaba/fastjson/JSONPath.java;JSONPath.isInt( Class < ? > clazzA );8.368126374267513
src/main/java/com/alibaba/fastjson/JSONPath.java;JSONPathParser.isDigitFirst( char ch );8.368126374267513
src/main/java/com/alibaba/fastjson/JSONPath.java;JSONPathParser.skipWhitespace( );4.176689323284795
src/main/java/com/alibaba/fastjson/asm/ClassReader.java;ClassReader.getAttributes( );4.63003260963397
src/main/java/com/alibaba/fastjson/asm/ClassReader.java;ClassReader.readInt( final int index );9.449787548714667
src/main/java/com/alibaba/fastjson/parser/JSONLexerBase.java;JSONLexerBase.isEnabled( int features , int feature );5.663973438149631
