File;Method Name;Z-score
spring-core/src/main/java/org/springframework/asm/ClassReader.java;ClassReader.computeImplicitFrame( final Context context );2.1569951188489775
spring-core/src/main/java/org/springframework/asm/ClassReader.java;ClassReader.readTypeAnnotationTarget( final Context context , final int typeAnnotationOffset );3.1845429601659068
spring-core/src/main/java/org/springframework/asm/ClassReader.java;ClassReader.readTypeAnnotations( final MethodVisitor methodVisitor , final Context context , final int runtimeTypeAnnotationsOffset , final boolean visible );3.47812805768503
spring-core/src/main/java/org/springframework/asm/Frame.java;Frame.getAbstractTypeFromDescriptor( final SymbolTable symbolTable , final String buffer , final int offset );2.744165313887223
spring-core/src/main/java/org/springframework/asm/Frame.java;Frame.merge( final SymbolTable symbolTable , final int sourceType , final int [ ] dstTypes , final int dstIndex );2.4505802163681003
spring-core/src/main/java/org/springframework/asm/MethodWriter.java;MethodWriter.computeMaxStackAndLocal( );2.1569951188489775
spring-core/src/main/java/org/springframework/asm/MethodWriter.java;MethodWriter.computeMethodInfoSize( );2.4505802163681003
spring-core/src/main/java/org/springframework/asm/MethodWriter.java;MethodWriter.putFrame( );3.3313355089254686
spring-core/src/main/java/org/springframework/asm/MethodWriter.java;MethodWriter.visitFieldInsn( final int opcode , final String owner , final String name , final String descriptor );2.0102025700894166
spring-core/src/main/java/org/springframework/asm/MethodWriter.java;MethodWriter.visitJumpInsn( final int opcode , final Label label );2.1569951188489775
spring-core/src/main/java/org/springframework/asm/MethodWriter.java;MethodWriter.visitVarInsn( final int opcode , final int varIndex );2.303787667608539
spring-core/src/main/java/org/springframework/asm/SymbolTable.java;SymbolTable.SymbolTable( final ClassWriter classWriter , final ClassReader classReader );2.744165313887223
spring-core/src/main/java/org/springframework/asm/Type.java;Type.getOpcode( final int opcode );4.358883350242398
spring-core/src/main/java/org/springframework/asm/TypeReference.java;TypeReference.putTarget( final int targetTypeAndInfo , final ByteVector output );2.5973727651276617
spring-core/src/main/java/org/springframework/cglib/core/CodeEmitter.java;CodeEmitter.cast_numeric( Type from , Type to );2.0102025700894166
spring-core/src/main/java/org/springframework/cglib/core/EmitUtils.java;EmitUtils.append_string_helper( CodeEmitter e , Type type , ArrayDelimiters delims , CustomizerRegistry registry , ProcessArrayCallback callback );2.1569951188489775
spring-core/src/main/java/org/springframework/core/type/filter/AbstractTypeHierarchyTraversingFilter.java;AbstractTypeHierarchyTraversingFilter.match( MetadataReader metadataReader , MetadataReaderFactory metadataReaderFactory );2.0102025700894166
spring-core/src/main/java/org/springframework/util/AntPathMatcher.java;AntPathMatcher.combine( String pattern1 , String pattern2 );2.4505802163681003
spring-core/src/main/java/org/springframework/util/AntPathMatcher.java;AntPatternComparator.compare( String pattern1 , String pattern2 );2.5973727651276617
spring-core/src/main/java/org/springframework/util/xml/StaxEventXMLReader.java;StaxEventXMLReader.parseInternal( );2.744165313887223
spring-core/src/main/java/org/springframework/util/xml/StaxStreamXMLReader.java;StaxStreamXMLReader.parseInternal( );2.4505802163681003
spring-expression/src/main/java/org/springframework/expression/common/TemplateAwareExpressionParser.java;TemplateAwareExpressionParser.skipToCorrectEndSuffix( String suffix , String expressionString , int afterPrefixIndex );2.1569951188489775
spring-expression/src/main/java/org/springframework/expression/spel/CodeFlow.java;CodeFlow.insertAnyNecessaryTypeConversionBytecodes( MethodVisitor mv , char targetDescriptor , String stackDescriptor );3.1845429601659068
spring-expression/src/main/java/org/springframework/expression/spel/CodeFlow.java;CodeFlow.insertUnboxInsns( MethodVisitor mv , char ch , @ Nullable String stackDescriptor );2.1569951188489775
spring-expression/src/main/java/org/springframework/expression/spel/CodeFlow.java;CodeFlow.toDescriptor( Class < ? > type );2.0102025700894166
spring-expression/src/main/java/org/springframework/expression/spel/standard/Tokenizer.java;Tokenizer.lexNumericLiteral( boolean firstCharIsZero );2.4505802163681003
spring-expression/src/main/java/org/springframework/expression/spel/support/ReflectionHelper.java;ReflectionHelper.compareArgumentsVarargs( List < TypeDescriptor > expectedArgTypes , List < TypeDescriptor > suppliedArgTypes , TypeConverter typeConverter );2.5973727651276617
spring-expression/src/main/java/org/springframework/expression/spel/support/ReflectiveConstructorResolver.java;ReflectiveConstructorResolver.resolve( EvaluationContext context , String typeName , List < TypeDescriptor > argumentTypes );2.1569951188489775
spring-expression/src/test/java/org/springframework/expression/spel/AbstractExpressionTests.java;AbstractExpressionTests.stringValueOf( Object value , boolean isNested );2.1569951188489775
spring-jdbc/src/main/java/org/springframework/jdbc/core/metadata/CallMetaDataProviderFactory.java;CallMetaDataProviderFactory.createMetaDataProvider( DataSource dataSource , final CallMetaDataContext context );2.1569951188489775
spring-jdbc/src/main/java/org/springframework/jdbc/core/metadata/GenericCallMetaDataProvider.java;GenericCallMetaDataProvider.processProcedureColumns( DatabaseMetaData databaseMetaData , @ Nullable String catalogName , @ Nullable String schemaName , @ Nullable String procedureName );3.037750411406345
spring-jdbc/src/main/java/org/springframework/jdbc/datasource/LazyConnectionDataSourceProxy.java;LazyConnectionInvocationHandler.invoke( Object proxy , Method method , Object [ ] args );3.9185057039637137
spring-jms/src/main/java/org/springframework/jms/config/JmsListenerContainerParser.java;JmsListenerContainerParser.parseSpecificContainerProperties( Element containerEle , ParserContext parserContext );3.1845429601659068
spring-jms/src/test/java/org/springframework/jms/core/JmsTemplateTests.java;JmsTemplateTests.doTestReceive( boolean explicitDestination , boolean useDefaultDestination , boolean testConverter , boolean clientAcknowledge , boolean messageSelector , boolean noLocal , long timeout );3.3313355089254686
spring-messaging/src/main/java/org/springframework/messaging/handler/annotation/reactive/PayloadMethodArgumentResolver.java;PayloadMethodArgumentResolver.decodeContent( MethodParameter parameter , Message < ? > message , boolean isContentRequired , Flux < DataBuffer > content , MimeType mimeType );2.1569951188489775
spring-messaging/src/main/java/org/springframework/messaging/rsocket/service/RSocketServiceMethod.java;RSocketServiceMethod.initResponseFunction( RSocketRequester requester , Method method , ReactiveAdapterRegistry reactiveRegistry , Duration blockTimeout );2.1569951188489775
spring-messaging/src/main/java/org/springframework/messaging/simp/stomp/StompBrokerRelayMessageHandler.java;RelayConnectionHandler.forward( final Message < ? > message , final StompHeaderAccessor accessor );2.4505802163681003
spring-orm/src/main/java/org/springframework/orm/hibernate5/LocalSessionFactoryBean.java;LocalSessionFactoryBean.afterPropertiesSet( );3.771713155204152
spring-r2dbc/src/main/java/org/springframework/r2dbc/connection/init/ScriptUtils.java;ScriptUtils.splitSqlScript( EncodedResource resource , String script , String separator , String [ ] commentPrefixes , String blockCommentStartDelimiter , String blockCommentEndDelimiter );3.0377504114063454
spring-tx/src/main/java/org/springframework/transaction/support/AbstractPlatformTransactionManager.java;AbstractPlatformTransactionManager.handleExistingTransaction( TransactionDefinition definition , Object transaction , boolean debugEnabled );2.303787667608539
spring-web/src/main/java/org/springframework/http/codec/ServerSentEventHttpMessageReader.java;ServerSentEventHttpMessageReader.buildEvent( List < String > lines , ResolvableType valueType , boolean shouldWrap , Map < String , Object > hints );2.1569951188489775
spring-web/src/main/java/org/springframework/web/method/annotation/RequestParamMapMethodArgumentResolver.java;RequestParamMapMethodArgumentResolver.resolveArgument( MethodParameter parameter , @ Nullable ModelAndViewContainer mavContainer , NativeWebRequest webRequest , @ Nullable WebDataBinderFactory binderFactory );2.303787667608539
spring-web/src/main/java/org/springframework/web/multipart/support/MultipartResolutionDelegate.java;MultipartResolutionDelegate.resolveMultipartArgument( String name , MethodParameter parameter , HttpServletRequest request );2.5973727651276617
spring-web/src/main/java/org/springframework/web/util/JavaScriptUtils.java;JavaScriptUtils.javaScriptEscape( String input );2.0102025700894166
spring-web/src/main/java/org/springframework/web/util/pattern/InternalPathPatternParser.java;InternalPathPatternParser.parse( String pathPattern );3.6249206064445914
spring-web/src/main/java/org/springframework/web/util/pattern/RegexPathElement.java;RegexPathElement.matches( int pathIndex , MatchingContext matchingContext );2.303787667608539
spring-web/src/main/java/org/springframework/web/util/pattern/SingleCharWildcardedPathElement.java;SingleCharWildcardedPathElement.matches( int pathIndex , MatchingContext matchingContext );2.0102025700894166
spring-webflux/src/main/java/org/springframework/web/reactive/result/method/annotation/AbstractMessageReaderArgumentResolver.java;AbstractMessageReaderArgumentResolver.readBody( MethodParameter bodyParam , @ Nullable MethodParameter actualParam , boolean isBodyRequired , BindingContext bindingContext , ServerWebExchange exchange );4.065298252723275
spring-webflux/src/main/java/org/springframework/web/reactive/result/method/annotation/AbstractMessageWriterResultHandler.java;AbstractMessageWriterResultHandler.writeBody( @ Nullable Object body , MethodParameter bodyParameter , @ Nullable MethodParameter actualParam , ServerWebExchange exchange );3.771713155204152
spring-webflux/src/main/java/org/springframework/web/reactive/result/view/script/ScriptTemplateView.java;ScriptTemplateView.setApplicationContext( @ Nullable ApplicationContext context );3.3313355089254686
spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/AbstractMessageConverterMethodArgumentResolver.java;AbstractMessageConverterMethodArgumentResolver.readWithMessageConverters( HttpInputMessage inputMessage , MethodParameter parameter , Type targetType );3.771713155204152
spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/ServletRequestMethodArgumentResolver.java;ServletRequestMethodArgumentResolver.resolveArgument( Class < ? > paramType , HttpServletRequest request );2.5973727651276617
spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/support/DefaultHandlerExceptionResolver.java;DefaultHandlerExceptionResolver.doResolveException( HttpServletRequest request , HttpServletResponse response , @ Nullable Object handler , Exception ex );2.4505802163681003
spring-webmvc/src/main/java/org/springframework/web/servlet/view/AbstractTemplateView.java;AbstractTemplateView.renderMergedOutputModel( Map < String , Object > model , HttpServletRequest request , HttpServletResponse response );2.5973727651276617
spring-webmvc/src/test/java/org/springframework/web/servlet/ComplexWebApplicationContext.java;ComplexLocaleChecker.doSomething( HttpServletRequest request );2.303787667608539
spring-websocket/src/main/java/org/springframework/web/socket/config/MessageBrokerBeanDefinitionParser.java;MessageBrokerBeanDefinitionParser.registerMessageBroker( Element brokerElement , RuntimeBeanReference inChannel , RuntimeBeanReference outChannel , RuntimeBeanReference brokerChannel , Object userDestHandler , RuntimeBeanReference brokerTemplate , RuntimeBeanReference userRegistry , ParserContext context , @ Nullable Object source );2.5973727651276617
spring-websocket/src/main/java/org/springframework/web/socket/config/WebSocketNamespaceUtils.java;WebSocketNamespaceUtils.registerSockJsService( Element element , String schedulerName , ParserContext context , @ Nullable Object source );2.0102025700894166
