File;Method Name;Average; Distance From Mean
spring-aop/src/main/java/org/springframework/aop/aspectj/AspectJAfterReturningAdvice.java;AspectJAfterReturningAdvice.shouldInvokeOnReturnValueOf( Method method , @ Nullable Object returnValue );0.7142857142857143;0.40400164175071046
spring-aop/src/main/java/org/springframework/aop/aspectj/annotation/AnnotationAwareAspectJAutoProxyCreator.java;AnnotationAwareAspectJAutoProxyCreator.isInfrastructureClass( Class < ? > beanClass );0.75;0.43971592746499616
spring-aop/src/main/java/org/springframework/aop/aspectj/autoproxy/AspectJPrecedenceComparator.java;AspectJPrecedenceComparator.declaredInSameAspect( Advisor advisor1 , Advisor advisor2 );0.75;0.43971592746499616
spring-aop/src/main/java/org/springframework/aop/framework/DefaultAopProxyFactory.java;DefaultAopProxyFactory.hasNoUserSuppliedProxyInterfaces( AdvisedSupport config );1.0;0.6897159274649962
spring-aop/src/main/java/org/springframework/aop/framework/ProxyProcessorSupport.java;ProxyProcessorSupport.isConfigurationCallbackInterface( Class < ? > ifc );1.25;0.9397159274649962
spring-aop/src/main/java/org/springframework/aop/framework/autoproxy/InfrastructureAdvisorAutoProxyCreator.java;InfrastructureAdvisorAutoProxyCreator.isEligibleAdvisorBean( String beanName );0.75;0.43971592746499616
spring-aop/src/main/java/org/springframework/aop/interceptor/AbstractMonitoringInterceptor.java;AbstractMonitoringInterceptor.setPrefix( @ Nullable String prefix );0.6666666666666666;0.3563825941316628
spring-aop/src/main/java/org/springframework/aop/interceptor/AbstractMonitoringInterceptor.java;AbstractMonitoringInterceptor.setSuffix( @ Nullable String suffix );0.6666666666666666;0.3563825941316628
spring-aop/src/main/java/org/springframework/aop/support/DefaultBeanFactoryPointcutAdvisor.java;DefaultBeanFactoryPointcutAdvisor.setPointcut( @ Nullable Pointcut pointcut );0.6666666666666666;0.3563825941316628
spring-aop/src/main/java/org/springframework/aop/support/DefaultPointcutAdvisor.java;DefaultPointcutAdvisor.setPointcut( @ Nullable Pointcut pointcut );0.6666666666666666;0.3563825941316628
spring-aop/src/main/java/org/springframework/aop/target/AbstractLazyCreationTargetSource.java;AbstractLazyCreationTargetSource.getTargetClass( );0.6666666666666666;0.3563825941316628
spring-aop/src/main/java/org/springframework/aop/target/CommonsPool2TargetSource.java;CommonsPool2TargetSource.getActiveCount( );0.6666666666666666;0.3563825941316628
spring-aop/src/main/java/org/springframework/aop/target/CommonsPool2TargetSource.java;CommonsPool2TargetSource.getIdleCount( );0.6666666666666666;0.3563825941316628
spring-aop/src/main/java/org/springframework/aop/target/dynamic/AbstractRefreshableTargetSource.java;AbstractRefreshableTargetSource.getTarget( );0.6666666666666666;0.3563825941316628
spring-aop/src/testFixtures/java/org/springframework/aop/testfixture/advice/MethodCounter.java;MethodCounter.equals( Object other );0.6666666666666666;0.3563825941316628
spring-aspects/src/test/java/org/springframework/cache/config/AnnotatedJCacheableService.java;AnnotatedJCacheableService.earlyRemoveAll( );1.0;0.6897159274649962
spring-beans/src/main/java/org/springframework/beans/CachedIntrospectionResults.java;CachedIntrospectionResults.isInvalidReadOnlyPropertyType( @ Nullable Class < ? > returnType , Class < ? > beanClass );0.8333333333333334;0.5230492607983295
spring-beans/src/main/java/org/springframework/beans/PropertyAccessException.java;PropertyAccessException.getPropertyName( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/PropertyAccessException.java;PropertyAccessException.getValue( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/PropertyDescriptorUtils.java;PropertyDescriptorUtils.equals( PropertyDescriptor pd , PropertyDescriptor otherPd );0.8571428571428571;0.5468587846078532
spring-beans/src/main/java/org/springframework/beans/PropertyEditorRegistrySupport.java;PropertyEditorRegistrySupport.hasCustomEditorForElement( @ Nullable Class < ? > elementType , @ Nullable String propertyPath );0.7272727272727273;0.41698865473772345
spring-beans/src/main/java/org/springframework/beans/factory/InjectionPoint.java;InjectionPoint.getAnnotatedElement( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/InjectionPoint.java;InjectionPoint.getDeclaredType( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/InjectionPoint.java;InjectionPoint.getMember( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/InjectionPoint.java;InjectionPoint.hashCode( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/InjectionPoint.java;InjectionPoint.toString( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/NoSuchBeanDefinitionException.java;NoSuchBeanDefinitionException.getBeanType( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/annotation/Autowire.java;isAutowire( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/config/DependencyDescriptor.java;DependencyDescriptor.getDependencyName( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/config/DependencyDescriptor.java;KotlinDelegate.isNullable( Field field );0.75;0.43971592746499616
spring-beans/src/main/java/org/springframework/beans/factory/config/FieldRetrievingFactoryBean.java;FieldRetrievingFactoryBean.getObjectType( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/config/FieldRetrievingFactoryBean.java;FieldRetrievingFactoryBean.setTargetField( @ Nullable String targetField );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/config/YamlPropertiesFactoryBean.java;YamlPropertiesFactoryBean.getObject( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/parsing/ConstructorArgumentEntry.java;ConstructorArgumentEntry.toString( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/parsing/FailFastProblemReporter.java;FailFastProblemReporter.setLogger( @ Nullable Log logger );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/support/BeanDefinitionDefaults.java;BeanDefinitionDefaults.isLazyInit( );0.6666666666666666;0.3563825941316628
spring-beans/src/main/java/org/springframework/beans/factory/support/NullBean.java;NullBean.equals( @ Nullable Object obj );0.6666666666666666;0.3563825941316628
