Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
PushedInputStream.shift( int cb );8;18;29
PushedInputStream.PushedInputStream( int size );2;1;7
PushedInputStream.read( byte [ ] b , int off , int len );4;8;13
PushedInputStream.getOutputStream( );1;0;3
InternalOutputStream.write( int b );2;3;8
InternalOutputStream.write( byte b [ ] , int off , int len );8;15;11
PushedInputStream.PushedInputStream( );1;0;3
***not in a method***;0;1;0
PushedInputStream.available( );1;1;3
PushedInputStream.read( );3;5;9
PushedInputStream.mark( int readlimit );1;0;4
PushedInputStream.reset( );2;1;5
PushedInputStream.skip( long n );6;9;18
PushedInputStream.markSupported( );1;0;3
