Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
JarJarDependencyAnalyser.JarJarDependencyAnalyser( File jarjarjarLocation );1;0;3
JarJarDependencyAnalyser.analyze( JarModule [ ] modules );6;6;40
JarJarDependencyAnalyser.main( String [ ] args );1;0;7
