Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ContextAotProcessor.getApplicationClass( );1;0;3
ContextAotProcessor.createClassNameGenerator( );1;0;3
ContextAotProcessor.getDefaultNativeImageArguments( String applicationClassName );1;0;8
ContextAotProcessor.writeNativeImageProperties( List < String > args );4;1;20
ContextAotProcessor.ContextAotProcessor( Class < ? > applicationClass , Settings settings );1;0;4
ContextAotProcessor.registerEntryPointHint( DefaultGenerationContext generationContext , ClassName generatedInitializerClassName );1;0;8
ContextAotProcessor.doProcess( );1;0;5
ContextAotProcessor.performAotProcessing( GenericApplicationContext applicationContext );1;0;12
