Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
PortletSessionScopeMap.entrySet( );3;0;13
PortletSessionScopeMap.keySet( );3;0;11
PortletSessionScopeMap.get( Object key );2;0;7
PortletSessionScopeMap.PortletSessionScopeMap( PortletRequest request );1;0;4
PortletSessionScopeMap.values( );3;0;11
PortletSessionScopeMap.clear( );3;0;8
PortletSessionScopeMap.key( Object key );3;1;9
PortletSessionScopeMap.hashCode( );2;0;7
PortletSessionScopeMap.remove( Object key );2;0;10
PortletSessionScopeMap.size( );3;1;12
PortletSessionScopeMap.putAll( Map map );2;0;7
PortletSessionScopeMap.sessionExists( );4;3;13
PortletSessionScopeMap.isEmpty( );3;1;8
PortletSessionScopeMap.equals( Object o );2;0;7
PortletSessionScopeMap.containsValue( Object value );5;3;14
PortletSessionScopeMap.containsKey( Object key );2;1;7
PortletSessionScopeMap.put( Object key , Object value );3;2;13
