Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
MapReferenceValueEncoder.decodeReference( String encoded );1;0;4
MapReferenceValueEncoder.decodeKey( String encoded );1;0;4
MapReferenceValueEncoder.encodeKeyAndReference( String key , String reference );1;5;3
