Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ValuesProperty.isValueElement( Object obj );2;1;3
ValuesProperty.getJcrValue( Element valueElement , int defaultType , ValueFactory valueFactory );3;2;9
ValuesProperty.toXml( Document document );3;2;16
ValuesProperty.getJcrValue( int propertyType , ValueFactory valueFactory );2;1;6
ValuesProperty.getJcrValues( );1;0;4
ValuesProperty.getValue( );1;0;3
ValuesProperty.getJcrValues( int propertyType , ValueFactory valueFactory );2;2;8
ValuesProperty.ValuesProperty( Value value );2;1;4
ValuesProperty.ValuesProperty( DavProperty property , int defaultType , ValueFactory valueFactory );9;5;28
ValuesProperty.getValueType( );2;1;3
ValuesProperty.getJcrValue( );2;1;4
ValuesProperty.ValuesProperty( Value [ ] values );2;1;4
ValuesProperty.checkPropertyName( DavPropertyName reqName );2;1;5
