Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
NamedEvent.hashCode( );1;0;3
NamedEvent.NamedEvent( String name );1;0;4
NamedEvent.equals( Event e );2;0;6
NamedEvent.toString( );1;0;3
