Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
SimpleCocoonCrawlerImpl.configure( Configuration configuration );23;26;77
CocoonCrawlerIterator.remove( );1;0;3
SimpleCocoonCrawlerImpl.crawl( URL url );1;1;3
SimpleCocoonCrawlerImpl.setDefaultExcludeFromCrawling( );3;2;18
CocoonCrawlerIterator.hasNext( );2;3;4
SimpleCocoonCrawlerImpl.getLinks( URL url );21;18;79
SimpleCocoonCrawlerImpl.iterator( );1;0;3
SimpleCocoonCrawlerImpl.dispose( );1;0;7
CocoonCrawlerIterator.CocoonCrawlerIterator( SimpleCocoonCrawlerImpl cocoonCrawler );1;0;3
SimpleCocoonCrawlerImpl.SimpleCocoonCrawlerImpl( );1;0;4
SimpleCocoonCrawlerImpl.isExcludedURL( String url );6;1;20
CocoonCrawlerIterator.next( );9;12;24
SimpleCocoonCrawlerImpl.isIncludedURL( String url );6;1;20
SimpleCocoonCrawlerImpl.recycle( );1;1;6
SimpleCocoonCrawlerImpl.crawl( URL url , int maxDepth );2;0;10
