Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
CCUtils.toFiles( Vector paths );3;2;13
CCUtils.resolveSymbolicLink( File toresolve );4;3;18
CCUtils.lsnco( File viewpath );3;1;15
CCUtils.checkin( File file );2;1;7
CCUtils.lsco( File viewpath , boolean recurse );3;1;12
CCUtils.matches( String pattern , String input );2;1;9
CCUtils.CCUtils( Task task );1;0;3
CCUtils.mkdir( File file );2;1;7
CCUtils.cleartool( String [ ] args );2;1;16
CCUtils.uncheckout( File file );2;1;7
CCUtils.createCommentFile( String comment );4;1;20
CCUtils.lsprivate( File viewpath );1;0;3
CCUtils.mkdir( File file , String comment );1;0;2
CCUtils.checkout( File file );2;1;7
CCUtils.move( File from , File to );2;1;7
