Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
IncludeCopletAspect.prepareConfiguration( Properties configuration );1;0;7
PreparedConfiguration.takeValues( PreparedConfiguration from );1;0;5
IncludeCopletAspect.toSAX( RendererAspectContext rendererContext , Layout layout , ContentHandler handler );6;4;30
