Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
IteratorChain.size( );1;0;3
IteratorChain.IteratorChain( Iterator first , Iterator second );1;0;5
IteratorChain.isLocked( );1;0;3
IteratorChain.setIterator( int index , Iterator iterator );2;1;7
IteratorChain.IteratorChain( Collection iteratorChain );2;0;7
IteratorChain.remove( );2;1;7
IteratorChain.getIterators( );1;0;3
IteratorChain.lockChain( );2;1;5
IteratorChain.addIterator( Iterator iterator );2;1;7
IteratorChain.IteratorChain( );1;0;3
IteratorChain.IteratorChain( Iterator iterator );1;0;4
IteratorChain.IteratorChain( Iterator [ ] iteratorChain );2;2;6
IteratorChain.checkLocked( );2;1;5
IteratorChain.hasNext( );1;0;6
IteratorChain.next( );1;0;6
IteratorChain.updateCurrentIterator( );5;6;14
