Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
DefaultLabelFilter.DefaultLabelFilter( String [ ] includes , String [ ] excludes );3;2;12
Labels.excludes( String ... views );1;0;3
Labels.includes( String ... views );1;0;3
DefaultLabelFilter.apply( String label );3;5;7
