Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
ConnectionDialog.getJButton1( );5;1;31
***not in a method***;0;1;0
ConnectionDialog.isHostValid( );2;0;12
ConnectionDialog.getJButton( );2;1;18
ConnectionDialog.isIntFieldValid( JTextField field );2;0;11
ConnectionDialog.getJTextField2( );3;1;24
ConnectionDialog.getJCheckBox( );2;1;14
ConnectionDialog.isCanceled( );1;0;3
ConnectionDialog.actionPerformed( java . awt . event . ActionEvent e );1;2;5
ConnectionDialog.itemStateChanged( java . awt . event . ItemEvent e );1;0;3
ConnectionDialog.getJContentPane( );2;1;39
ConnectionDialog.getJTextField( );3;1;24
ConnectionDialog.getJPanel2( );2;1;11
ConnectionDialog.initialize( );1;0;5
ConnectionDialog.ConnectionDialog( );1;0;4
ConnectionDialog.getConnectionModifier( );1;0;3
ConnectionDialog.getJPanel6( );2;1;9
ConnectionDialog.getJPanel4( );2;1;11
ConnectionDialog.ConnectionDialog( ConnectionInfo connectionInfo );1;0;12
ConnectionDialog.getJPanel5( );2;1;11
ConnectionDialog.getJTextField3( );3;1;24
ConnectionDialog.getJPanel3( );2;1;11
ConnectionDialog.getJPanel( );2;1;10
ConnectionDialog.focusLost( java . awt . event . FocusEvent e );2;0;10
ConnectionDialog.getJTextArea( );2;1;10
