Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
SearchGenerator.setup( SourceResolver resolver , Map objectModel , String src , Parameters par );13;9;50
SearchGenerator.buildHits( );7;7;29
SearchGenerator.getLuceneCocoonSearcher( );1;0;3
SearchGenerator.generateHit( LuceneCocoonPager pager );5;1;30
SearchGenerator.generateNavigation( LuceneCocoonPager pager );3;4;25
SearchGenerator.generate( );3;2;15
***not in a method***;0;6;0
SearchGenerator.generateResults( );3;3;14
SearchGenerator.dispose( );1;0;3
SearchGenerator.generateHits( LuceneCocoonPager pager );2;1;12
SearchGenerator.setLuceneCocoonSearcher( LuceneCocoonSearcher luceneCocoonSearcher );1;0;3
SearchGenerator.createInteger( String s );3;0;11
SearchGenerator.afterPropertiesSet( );2;1;5
SearchGenerator.setConsumer( XMLConsumer consumer );1;0;3
