Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
XhtmlRendering.renderReadOnly( Appender sb , boolean readonly );2;0;4
HtmlRendering.writeEnd( Appender sb );1;0;3
State.clear( );1;0;4
HtmlRendering.renderReadOnly( Appender sb , boolean readonly );2;0;4
InputFileTag.doEndTag( Appender sb );1;0;2
InputFileTag.add( HashMap html , HashMap htmlQuirks , HashMap xhtml );1;0;5
XhtmlRendering.writeEnd( Appender sb );1;0;3
InputFileTag.doStartTag( Appender sb , AbstractTagState renderState );1;2;16
