Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
DOMTree.DOMTree( );1;0;3
Model.insertTextNode( Node what , MutableTreeNode where );2;1;9
Model.getNode( Object treeNode );1;0;3
Model.Model( Document document );1;0;4
DOMTree.DOMTree( Document document );1;0;5
Model.insertElementNode( Node what , MutableTreeNode where );8;6;38
Model.insertCDataSectionNode( Node what , MutableTreeNode where );2;1;10
Model.getDocument( );1;0;3
DOMTree.getNode( Object treeNode );1;0;3
Model.insertDocumentNode( Node what , MutableTreeNode where );1;0;5
Model.setDocument( Document document );1;0;7
DOMTree.setDocument( Document document );1;0;4
Model.buildTree( );6;4;20
Model.insertNode( String what , MutableTreeNode where );1;0;5
DOMTree.getDocument( );1;0;3
Model.Model( );1;0;3
