Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
HTMLdtd.isURI( String tagName , String attrName );2;1;3
HTMLdtd.isOptionalClosing( String tagName );1;0;3
HTMLdtd.defineBoolean( String tagName , String [ ] attrNames );1;0;3
HTMLdtd.isPreserveSpace( String tagName );1;0;3
HTMLdtd.initialize( );12;11;56
HTMLdtd.isElement( String name , int flag );2;3;8
HTMLdtd.isOnlyOpening( String tagName );1;0;3
HTMLdtd.charFromName( String name );3;3;9
HTMLdtd.defineBoolean( String tagName , String attrName );1;0;3
***not in a method***;0;39;0
HTMLdtd.defineEntity( String name , char value );2;1;6
HTMLdtd.fromChar( int value );2;1;8
HTMLdtd.isElementContent( String tagName );1;0;3
HTMLdtd.isEmptyTag( String tagName );1;0;3
HTMLdtd.defineElement( String name , int flags );1;0;3
HTMLdtd.isBoolean( String tagName , String attrName );4;3;10
HTMLdtd.isClosing( String tagName , String openTag );14;8;17
