Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
Position.normalizeTrack( Measurement track );4;6;12
Position.normalize( double value , double range );3;6;10
Position.normalizeLatLon( );9;20;19
Position.getLatitude( );1;0;3
***not in a method***;0;2;0
Position.getTrack( );1;0;3
Position.getLongitude( );1;0;3
Position.Position( Measurement lat , Measurement lon , Measurement alt , Measurement speed , Measurement track );11;10;33
Position.getAltitude( );1;0;3
Position.getSpeed( );1;0;3
