Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
InternalEndpoint.isClustered( );2;3;3
InternalEndpoint.InternalEndpoint( ComponentNameSpace componentName , String endpointName , QName serviceName );1;0;5
InternalEndpoint.removeRemoteEndpoint( InternalEndpoint remote );1;0;3
InternalEndpoint.isLocal( );1;1;3
InternalEndpoint.addInterface( QName name );1;0;3
InternalEndpoint.getInterfaces( );1;0;5
InternalEndpoint.getEndpointName( );1;0;3
***not in a method***;0;1;0
InternalEndpoint.equals( Object obj );3;1;9
InternalEndpoint.getRemoteEndpoints( );1;0;5
InternalEndpoint.getAsReference( QName operationName );1;0;3
InternalEndpoint.toString( );1;0;3
InternalEndpoint.getClassifier( );1;0;3
InternalEndpoint.getServiceName( );1;0;3
InternalEndpoint.addRemoteEndpoint( InternalEndpoint remote );1;0;3
InternalEndpoint.hashCode( );1;1;4
