Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
JDBCDiskCachePoolAccess.getNumIdleInPool( );3;0;18
JDBCDiskCachePoolAccess.getPoolName( );1;0;3
JDBCDiskCachePoolAccess.getPoolUrl( );1;1;3
JDBCDiskCachePoolAccess.getNumActiveInPool( );3;0;18
JDBCDiskCachePoolAccess.logDriverStats( );4;1;20
JDBCDiskCachePoolAccess.setPoolName( String poolName );1;0;3
JDBCDiskCachePoolAccess.getConnection( );2;0;13
JDBCDiskCachePoolAccess.shutdownDriver( );1;0;4
JDBCDiskCachePoolAccess.setupDriver( String connectURI , String userName , String password , int maxActive );1;1;9
JDBCDiskCachePoolAccess.JDBCDiskCachePoolAccess( String poolName );3;1;13
