Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
CacheableMetaData.forcedReplaceBy( MetaData other );1;0;3
CacheableMetaData.isValidAttribute( String key );1;0;3
CacheableMetaData.getFirstValue( String key );2;1;8
CacheableMetaData.replaceBy( MetaData other );1;0;3
CacheableMetaData.addValue( String key , String value );1;0;3
CacheableMetaData.removeAllValues( String key );1;0;3
CacheableMetaData.getLastModified( );1;0;3
CacheableMetaData.setValue( String key , String value );1;0;3
CacheableMetaData.getElementSet( );1;0;3
CacheableMetaData.getValues( String key );2;0;8
CacheableMetaData.getPossibleKeys( );3;3;10
CacheableMetaData.CacheableMetaData( MetaData meta );3;2;13
CacheableMetaData.getAvailableKeys( );1;0;4
