Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
DuplicateFilter.setFieldName( String fieldName );1;0;3
DuplicateFilter.setProcessingMode( int processingMode );1;0;3
DuplicateFilter.fastBits( IndexReader reader );9;9;38
DuplicateFilter.getKeepMode( );1;0;3
DuplicateFilter.main( String [ ] args );1;2;8
DuplicateFilter.DuplicateFilter( String fieldName , int keepMode , int processingMode );1;0;5
DuplicateFilter.equals( Object obj );8;12;10
DuplicateFilter.getProcessingMode( );1;0;3
DuplicateFilter.getFieldName( );1;0;3
DuplicateFilter.getDocIdSet( IndexReader reader );2;1;10
DuplicateFilter.DuplicateFilter( String fieldName );1;0;3
DuplicateFilter.correctBits( IndexReader reader );8;7;35
DuplicateFilter.hashCode( );1;6;7
DuplicateFilter.setKeepMode( int keepMode );1;0;3
