Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
XPointerFrameworkParser.disable_tracing( );1;0;2
XPointerFrameworkParser.reInit( XPointerFrameworkParserTokenManager tm );3;6;10
XPointerFrameworkParser.jj_3R_6( );4;3;7
XPointerFrameworkParser.XPointerFrameworkParser( java . io . InputStream stream );3;6;11
XPointerFrameworkParser.getNextToken( );2;3;9
XPointerFrameworkParser.jj_la1_0( );1;0;3
XPointerFrameworkParser.XPointerFrameworkParser( java . io . Reader stream );3;6;11
***not in a method***;0;1;0
XPointerFrameworkParser.schemeBased( );9;4;25
XPointerFrameworkParser.reInit( java . io . InputStream stream );3;6;11
XPointerFrameworkParser.jj_save( int index , int xla );3;4;13
XPointerFrameworkParser.pointer( );4;3;15
XPointerFrameworkParser.jj_ntk( );2;1;6
XPointerFrameworkParser.getXPointer( );1;0;3
XPointerFrameworkParser.escapedData( );8;3;40
XPointerFrameworkParser.enable_tracing( );1;0;2
XPointerFrameworkParser.jj_3R_7( );4;3;7
XPointerFrameworkParser.jj_consume_token( int kind );7;10;26
XPointerFrameworkParser.getToken( int index );4;3;10
XPointerFrameworkParser.reInit( java . io . Reader stream );3;6;11
XPointerFrameworkParser.jj_3R_5( );10;9;17
XPointerFrameworkParser.unescape( String data );7;3;28
XPointerFrameworkParser.jj_scan_token( int kind );7;9;24
XPointerFrameworkParser.pointerPart( );13;14;53
XPointerFrameworkParser.parse( String xpointer );2;0;10
XPointerFrameworkParser.jj_3_1( );4;3;7
XPointerFrameworkParser.jj_add_error_token( int kind , int pos );12;14;33
XPointerFrameworkParser.jj_3R_4( );4;3;7
XPointerFrameworkParser.XPointerFrameworkParser( XPointerFrameworkParserTokenManager tm );3;6;10
XPointerFrameworkParser.jj_rescan_token( );5;4;19
XPointerFrameworkParser.schemeData( );9;2;24
XPointerFrameworkParser.generateParseException( );10;16;35
XPointerFrameworkParser.jj_2_1( int xla );1;1;7
XPointerFrameworkParser.shortHand( );1;0;5
XPointerFrameworkParser.main( String [ ] args );1;0;6
