Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
SSHExec.setAppend( boolean append );1;0;3
SSHExec.run( );4;2;11
SSHExec.setOutput( File output );1;0;3
SSHExec.execute( );18;19;58
SSHExec.setCommand( String command );1;0;3
SSHExec.setCommandResource( String f );1;0;3
SSHExec.setTimeout( long timeout );1;0;3
SSHExec.SSHExec( );1;0;3
SSHExec.setInputProperty( String inputProperty );1;0;3
SSHExec.setInput( File input );1;0;3
SSHExec.writeToFile( String from , boolean append , File to );4;3;21
SSHExec.setOutputproperty( String property );1;0;3
SSHExec.executeCommand( Session session , String cmd , StringBuffer sb );21;7;94
