Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
InlineArea.hasLineThrough( );1;0;3
InlineArea.increaseIPD( int ipd );1;1;3
InlineArea.setParentArea( Area parentArea );1;0;3
InlineArea.getParentArea( );1;0;3
InlineArea.addChildArea( Area childArea );2;0;6
InlineAdjustingInfo.InlineAdjustingInfo( int stretch , int shrink , int adj );1;0;5
InlineArea.isBlinking( );1;0;3
InlineArea.notifyIPDVariation( int ipdVariation );4;2;9
InlineArea.hasUnderline( );1;0;3
InlineArea.setAdjustingInfo( int stretch , int shrink , int adjustment );1;0;3
InlineArea.getAdjustingInfo( );1;0;3
InlineArea.getOffset( );1;0;3
InlineArea.hasOverline( );1;0;3
InlineAdjustingInfo.applyVariationFactor( double variationFactor );1;2;5
InlineArea.setAdjustment( int adjustment );2;1;5
InlineArea.setOffset( int offset );1;0;3
InlineArea.handleIPDVariation( int ipdVariation );1;0;4
InlineArea.applyVariationFactor( double variationFactor , int lineStretch , int lineShrink );2;2;6
