Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
Attributes2Impl.isDeclared( String qName );2;1;7
Attributes2Impl.setDeclared( int index , boolean value );3;3;6
Attributes2Impl.isDeclared( int index );3;3;6
Attributes2Impl.Attributes2Impl( Attributes atts );1;0;3
Attributes2Impl.isSpecified( String uri , String localName );2;1;8
Attributes2Impl.setAttributes( Attributes atts );4;5;18
Attributes2Impl.isSpecified( String qName );2;1;7
Attributes2Impl.isDeclared( String uri , String localName );2;1;8
Attributes2Impl.setSpecified( int index , boolean value );3;3;6
Attributes2Impl.isSpecified( int index );3;3;6
Attributes2Impl.Attributes2Impl( );1;0;1
Attributes2Impl.addAttribute( String uri , String localName , String qName , String type , String value );2;4;15
Attributes2Impl.removeAttribute( int index );2;6;10
