Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
NetUIELParserTokenManager.jjMoveStringLiteralDfa0_0( );3;0;10
NetUIELParserTokenManager.ReInit( SimpleCharStream stream );1;0;6
NetUIELParserTokenManager.jjStartNfa_1( int pos , long active0 );1;1;3
NetUIELParserTokenManager.jjMoveNfa_0( int startState , int curPos );30;40;93
***not in a method***;0;15;0
NetUIELParserTokenManager.jjCanMove_1( int hiByte , int i1 , int i2 , long l1 , long l2 );7;12;18
NetUIELParserTokenManager.jjCheckNAdd( int state );2;2;6
NetUIELParserTokenManager.jjStopStringLiteralDfa_1( int pos , long active0 );1;1;6
NetUIELParserTokenManager.setDebugStream( java . io . PrintStream ds );1;0;3
NetUIELParserTokenManager.jjMoveStringLiteralDfa0_1( );7;0;18
NetUIELParserTokenManager.jjStartNfa_0( int pos , long active0 );1;1;3
NetUIELParserTokenManager.jjFillToken( );2;1;11
NetUIELParserTokenManager.getNextToken( );14;15;57
NetUIELParserTokenManager.SwitchTo( int lexState );3;3;6
NetUIELParserTokenManager.jjStopStringLiteralDfa_0( int pos , long active0 );6;9;21
NetUIELParserTokenManager.jjCheckNAddStates( int start );1;1;4
NetUIELParserTokenManager.jjCheckNAddStates( int start , int end );2;2;5
NetUIELParserTokenManager.jjAddStates( int start , int end );2;3;5
NetUIELParserTokenManager.jjCheckNAddTwoStates( int state1 , int state2 );1;0;4
NetUIELParserTokenManager.jjMoveNfa_1( int startState , int curPos );137;164;303
NetUIELParserTokenManager.jjStartNfaWithStates_0( int pos , int kind , int state );2;2;10
NetUIELParserTokenManager.NetUIELParserTokenManager( SimpleCharStream stream , int lexState );1;0;4
NetUIELParserTokenManager.jjCanMove_0( int hiByte , int i1 , int i2 , long l1 , long l2 );3;4;10
NetUIELParserTokenManager.jjStartNfaWithStates_1( int pos , int kind , int state );2;2;10
NetUIELParserTokenManager.ReInit( SimpleCharStream stream , int lexState );1;0;4
NetUIELParserTokenManager.NetUIELParserTokenManager( SimpleCharStream stream );2;0;5
NetUIELParserTokenManager.jjStopAtPos( int pos , int kind );1;1;5
NetUIELParserTokenManager.ReInitRounds( );2;2;6
NetUIELParserTokenManager.jjMoveStringLiteralDfa1_0( long active0 );3;0;15
NetUIELParserTokenManager.jjMoveStringLiteralDfa2_0( long old0 , long active0 );5;4;19
