Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
Definer.nextElement( );2;0;8
Definer.loadAntlib( ClassLoader classLoader , URL url );2;0;11
Definer.makeResourceFromURI( String uri );3;3;13
Format.getValues( );1;0;3
Definer.getClassname( );1;0;3
Definer.execute( );14;9;83
OnError.OnError( String value );1;0;3
Definer.hasMoreElements( );1;0;3
Definer.setAdapterClass( Class adapterClass );1;0;3
Definer.setRestrict( boolean restrict );1;0;3
Definer.setAdaptToClass( Class adaptToClass );1;0;3
Definer.setAdaptTo( String adaptTo );1;0;3
Definer.tooManyDefinitions( );1;0;5
OnError.getValues( );1;0;3
Definer.setFile( File file );2;0;7
Definer.setAdapter( String adapter );1;0;3
Definer.fileToURL( );10;5;32
Definer.setAntlib( String antlib );3;1;13
Definer.addDefinition( ClassLoader al , String name , String classname );11;11;53
Definer.setName( String name );2;0;7
Definer.setResource( String res );2;0;7
Definer.setFormat( Format format );1;0;3
Definer.resourceToURLs( ClassLoader classLoader );7;1;28
Definer.getFile( );1;0;3
ResourceStack.getStack( );1;0;3
Definer.loadProperties( ClassLoader al , URL url );4;1;23
Definer.setClassname( String classname );1;0;3
OnError.OnError( );1;0;3
ResourceStack.initialValue( );1;0;3
Definer.getName( );1;0;3
Definer.setOnError( OnError onError );1;0;3
Definer.getResource( );1;0;3
