Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
Filter.setFiltersfile( File filtersFile );1;0;3
Filter.execute( );9;13;17
Filter.setValue( String value );1;0;3
Filter.setToken( String token );1;0;3
Filter.readFilters( );1;0;4
