Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
BorlandDeploymentTool.setSuffix( String inString );1;0;3
BorlandDeploymentTool.setProcessInputStream( OutputStream param1 );1;0;1
BorlandDeploymentTool.verifyBorlandJarV4( File sourceJar );3;2;25
BorlandDeploymentTool.setProcessOutputStream( InputStream is );4;2;18
BorlandDeploymentTool.toClassFile( String filename );1;0;5
BorlandDeploymentTool.processElement( );2;0;10
BorlandDeploymentTool.stop( );1;0;1
BorlandDeploymentTool.setProcessErrorStream( InputStream is );2;1;7
BorlandDeploymentTool.getVendorOutputJarFile( String baseName );1;1;3
BorlandDeploymentTool.setVerifyArgs( String args );1;0;3
BorlandDeploymentTool.getBorlandDescriptorHandler( final File srcDir );4;1;22
BorlandDeploymentTool.setBASdtd( String inString );1;0;3
BorlandDeploymentTool.generateClient( File sourceJar );3;1;24
BorlandDeploymentTool.start( );1;0;1
BorlandDeploymentTool.buildBorlandStubs( Iterator ithomes );6;1;40
BorlandDeploymentTool.verifyBorlandJarV5( File sourceJar );4;1;25
BorlandDeploymentTool.addVendorFiles( Hashtable ejbFiles , String ddPrefix );5;7;17
BorlandDeploymentTool.setVerify( boolean verify );1;0;3
BorlandDeploymentTool.setJava2iiopParams( String params );1;0;3
BorlandDeploymentTool.setDebug( boolean debug );1;0;3
BorlandDeploymentTool.setVersion( int version );1;0;3
BorlandDeploymentTool.writeJar( String baseName , File jarFile , Hashtable files , String publicId );5;0;22
BorlandDeploymentTool.verifyBorlandJar( File sourceJar );3;2;12
BorlandDeploymentTool.setGenerateclient( boolean b );1;0;3
BorlandDeploymentTool.toClass( String filename );1;0;5
