Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
WidgetList.getWidgetList( );1;0;3
WidgetList.readFromRequest( FormContext formContext );2;0;7
WidgetList.validate( );2;1;9
WidgetList.hasWidget( String id );1;0;3
WidgetList.WidgetList( );1;0;4
WidgetList.generateSaxFragment( ContentHandler contentHandler , Locale locale );2;2;9
WidgetList.addWidget( Widget widget );1;0;4
WidgetList.getWidget( String id );1;0;3
WidgetList.iterator( );1;0;3
WidgetList.getWidgetMap( );1;0;3
WidgetList.widgetsHaveValues( );3;1;9
