File;Method Name;Mutant Density
ansible/module_utils/basic;AnsibleModule.selinux_default_context;8
ansible/module_utils/basic;AnsibleModule.selinux_context;11
ansible/module_utils/basic;AnsibleModule.set_owner_if_different;21
ansible/module_utils/basic;AnsibleModule.set_group_if_different;20
ansible/module_utils/basic;AnsibleModule._clean_args;17
ansible/module_utils/basic;AnsibleModule.__init__;13
ansible/module_utils/basic;AnsibleModule.tmpdir;15
ansible/module_utils/basic;AnsibleModule.warn;1
ansible/module_utils/basic;AnsibleModule.deprecate;5
ansible/module_utils/basic;AnsibleModule.set_context_if_different;24
ansible/module_utils/basic;AnsibleModule.set_mode_if_different;37
ansible/module_utils/basic;AnsibleModule.set_attributes_if_different;26
ansible/module_utils/basic;AnsibleModule._symbolic_mode_to_octal;9
ansible/module_utils/basic;AnsibleModule._apply_operation_to_mode;21
ansible/module_utils/basic;AnsibleModule.add_path_info;13
ansible/module_utils/basic;AnsibleModule._check_locale;5
ansible/module_utils/basic;AnsibleModule._set_internal_properties;11
ansible/module_utils/basic;AnsibleModule._log_to_syslog;5
ansible/module_utils/basic;AnsibleModule.debug;2
ansible/module_utils/basic;AnsibleModule.log;20
ansible/module_utils/basic;AnsibleModule._log_invocation;10
ansible/module_utils/basic;AnsibleModule._return_formatted;15
ansible/module_utils/basic;AnsibleModule.fail_json;8
ansible/module_utils/basic;AnsibleModule.digest_from_file;12
ansible/module_utils/basic;AnsibleModule.backup_local;5
ansible/module_utils/basic;AnsibleModule.cleanup;4
ansible/module_utils/basic;AnsibleModule.atomic_move;57
ansible/module_utils/basic;AnsibleModule._unsafe_writes;5
ansible/module_utils/basic;AnsibleModule.run_command;89
ansible/module_utils/basic;AnsibleModule.find_mount_point;2
ansible/module_utils/basic;AnsibleModule.set_default_selinux_context;2
ansible/module_utils/basic;AnsibleModule.check_file_absent_if_check_mode;2
ansible/module_utils/basic;AnsibleModule._set_cwd;8
ansible/module_utils/basic;AnsibleModule.add_cleanup_file;2
ansible/module_utils/basic;AnsibleModule.fail_on_missing_params;4
ansible/module_utils/basic;AnsibleModule.md5;2
ansible/module_utils/basic;AnsibleModule.load_file_common_arguments;8
ansible/module_utils/basic;AnsibleModule.selinux_mls_enabled;3
ansible/module_utils/basic;AnsibleModule.selinux_enabled;3
ansible/module_utils/basic;AnsibleModule.selinux_initial_context;2
ansible/module_utils/basic;AnsibleModule.user_and_group;1
ansible/module_utils/basic;AnsibleModule.is_special_selinux_path;6
ansible/module_utils/basic;AnsibleModule.get_file_attributes;5
ansible/module_utils/basic;AnsibleModule._get_octal_mode_from_symbolic_perms;30
ansible/module_utils/basic;AnsibleModule.get_bin_path;3
ansible/module_utils/basic;AnsibleModule.boolean;3
ansible/module_utils/basic;AnsibleModule.preserved_copy;10
ansible/module_utils/basic;AnsibleModule._restore_signal_handlers;3
ansible/module_utils/basic;tmpdir;1
ansible/module_utils/basic;_symbolic_mode_to_octal;1
ansible/module_utils/basic;_apply_operation_to_mode;1
ansible/module_utils/basic;_get_octal_mode_from_symbolic_perms;1
ansible/module_utils/basic;get_buffer_size;1
ansible/module_utils/basic;AnsibleModule.jsonify;2
ansible/module_utils/basic;AnsibleModule.get_buffer_size;4
ansible/module_utils/common/arg_spec;ArgumentSpecValidator.validate;24
ansible/module_utils/common/arg_spec;ArgumentSpecValidator.__init__;1
ansible/module_utils/common/arg_spec;validated_parameters;1
ansible/module_utils/common/arg_spec;unsupported_parameters;1
ansible/module_utils/common/arg_spec;error_messages;1
ansible/module_utils/common/arg_spec;__init__;2
ansible/module_utils/common/arg_spec;validate;2
ansible/module_utils/common/collections;ImmutableDict.difference;1
ansible/module_utils/common/collections;ImmutableDict.__eq__;3
ansible/module_utils/common/collections;__init__;2
ansible/module_utils/common/collections;__getitem__;2
ansible/module_utils/common/collections;__iter__;2
ansible/module_utils/common/collections;__len__;2
ansible/module_utils/common/collections;__hash__;2
ansible/module_utils/common/collections;__eq__;2
ansible/module_utils/common/collections;__repr__;2
ansible/module_utils/common/file;FileLock.set_lock;18
ansible/module_utils/common/file;FileLock.unlock;3
ansible/module_utils/common/file;lock_file;1
ansible/module_utils/common/json;AnsibleJSONEncoder.default;5
ansible/module_utils/common/json;AnsibleJSONEncoder.iterencode;1
ansible/module_utils/common/json;__init__;3
ansible/module_utils/common/json;default;2
ansible/module_utils/common/json;iterencode;2
ansible/module_utils/compat/_selectors2;EpollSelector.select;22
ansible/module_utils/compat/_selectors2;PollSelector._wrap_poll;7
ansible/module_utils/compat/_selectors2;DevpollSelector._wrap_poll;7
ansible/module_utils/compat/_selectors2;KqueueSelector.select;16
ansible/module_utils/compat/_selectors2;BaseSelector.unregister;7
ansible/module_utils/compat/_selectors2;BaseSelector.register;8
ansible/module_utils/compat/_selectors2;SelectSelector.select;13
ansible/module_utils/compat/_selectors2;BaseSelector._fileobj_lookup;3
ansible/module_utils/compat/_selectors2;BaseSelector.modify;5
ansible/module_utils/compat/_selectors2;BaseSelector.get_key;2
ansible/module_utils/compat/_selectors2;SelectSelector.register;4
ansible/module_utils/compat/_selectors2;PollSelector.register;6
ansible/module_utils/compat/_selectors2;PollSelector.select;10
ansible/module_utils/compat/_selectors2;EpollSelector.register;6
ansible/module_utils/compat/_selectors2;DevpollSelector.register;6
ansible/module_utils/compat/_selectors2;DevpollSelector.select;10
ansible/module_utils/compat/_selectors2;KqueueSelector.register;4
ansible/module_utils/compat/_selectors2;KqueueSelector.unregister;6
ansible/module_utils/compat/_selectors2;BaseSelector._key_from_fd;2
ansible/module_utils/compat/_selectors2;EpollSelector.unregister;1
ansible/module_utils/compat/_selectors2;_SelectorMapping.__getitem__;1
ansible/module_utils/compat/_selectors2;__init__;15
ansible/module_utils/compat/_selectors2;__repr__;2
ansible/module_utils/compat/_selectors2;__str__;2
ansible/module_utils/compat/_selectors2;__len__;2
ansible/module_utils/compat/_selectors2;__getitem__;2
ansible/module_utils/compat/_selectors2;__iter__;2
ansible/module_utils/compat/_selectors2;close;6
selectors;EpollSelector.select;24
selectors;_PollLikeSelector.select;19
selectors;_BaseSelectorImpl.register;8
selectors;BaseSelector.get_key;2
selectors;_BaseSelectorImpl._fileobj_lookup;3
selectors;_BaseSelectorImpl.modify;5
selectors;SelectSelector.register;4
selectors;SelectSelector.select;11
selectors;_PollLikeSelector.register;8
selectors;_PollLikeSelector.modify;14
selectors;KqueueSelector.register;6
selectors;KqueueSelector.unregister;6
selectors;KqueueSelector.select;10
selectors;register;7
selectors;unregister;7
selectors;select;5
selectors;get_map;3
selectors;_BaseSelectorImpl._key_from_fd;2
selectors;_PollLikeSelector.unregister;1
selectors;_SelectorMapping.__getitem__;1
selectors;_BaseSelectorImpl.unregister;1
selectors;__init__;12
selectors;__len__;2
selectors;__getitem__;2
selectors;__iter__;2
selectors;modify;4
selectors;close;8
ansible/module_utils/compat/selinux;_to_char_p.from_param;3
ansible/module_utils/compat/version;StrictVersion._cmp;31
ansible/module_utils/compat/version;LooseVersion._cmp;13
ansible/module_utils/compat/version;Version.__repr__;1
ansible/module_utils/compat/version;StrictVersion.parse;6
ansible/module_utils/compat/version;StrictVersion.__str__;7
ansible/module_utils/compat/version;LooseVersion.__repr__;1
ansible/module_utils/compat/version;Version.__init__;1
ansible/module_utils/compat/version;Version.__eq__;2
ansible/module_utils/compat/version;Version.__lt__;3
ansible/module_utils/compat/version;Version.__le__;3
ansible/module_utils/compat/version;Version.__gt__;3
ansible/module_utils/compat/version;Version.__ge__;3
ansible/module_utils/compat/version;LooseVersion.__init__;1
ansible/module_utils/compat/version;LooseVersion.parse;3
ansible/module_utils/compat/version;__str__;4
ansible/module_utils/compat/version;__init__;2
ansible/module_utils/compat/version;__repr__;2
ansible/module_utils/connection;Connection.__getattr__;4
ansible/module_utils/connection;Connection._exec_jsonrpc;15
ansible/module_utils/connection;Connection.send;3
ansible/module_utils/connection;Connection.__init__;1
ansible/module_utils/connection;Connection.__rpc__;3
ansible/module_utils/connection;__init__;3
ansible/module_utils/errors;msg;4
ansible/module_utils/errors;messages;1
ansible/module_utils/errors;__init__;5
ansible/module_utils/facts/ansible_collector;AnsibleFactCollector._filter;12
ansible/module_utils/facts/ansible_collector;CollectorMetaDataCollector.collect;1
ansible/module_utils/facts/ansible_collector;AnsibleFactCollector.collect;3
ansible/module_utils/facts/ansible_collector;__init__;6
ansible/module_utils/facts/ansible_collector;collect;4
ansible/module_utils/facts/collector;BaseFactCollector.platform_match;2
ansible/module_utils/facts/collector;BaseFactCollector._transform_name;1
ansible/module_utils/facts/collector;BaseFactCollector.collect_with_namespace;1
ansible/module_utils/facts/collector;platform_match;1
ansible/module_utils/facts/collector;BaseFactCollector.__init__;1
ansible/module_utils/facts/hardware/aix;AIXHardware.get_cpu_facts;14
ansible/module_utils/facts/hardware/aix;AIXHardware.get_memory_facts;25
ansible/module_utils/facts/hardware/aix;AIXHardware.get_vgs_facts;10
ansible/module_utils/facts/hardware/aix;AIXHardware.get_mount_facts;13
ansible/module_utils/facts/hardware/aix;AIXHardware.get_dmi_facts;10
ansible/module_utils/facts/hardware/aix;populate;2
ansible/module_utils/facts/hardware/aix;AIXHardware.get_device_facts;1
ansible/module_utils/facts/hardware/base;HardwareCollector.collect;3
ansible/module_utils/facts/hardware/base;collect;2
ansible/module_utils/facts/hardware/darwin;DarwinHardware.get_mac_facts;4
ansible/module_utils/facts/hardware/darwin;DarwinHardware.get_cpu_facts;4
ansible/module_utils/facts/hardware/darwin;DarwinHardware.get_memory_facts;29
ansible/module_utils/facts/hardware/darwin;DarwinHardware.get_uptime_facts;7
ansible/module_utils/facts/hardware/darwin;DarwinHardware.get_system_profile;4
ansible/module_utils/facts/hardware/darwin;populate;2
ansible/module_utils/facts/hardware/freebsd;FreeBSDHardware.get_memory_facts;36
ansible/module_utils/facts/hardware/freebsd;FreeBSDHardware.get_cpu_facts;10
ansible/module_utils/facts/hardware/freebsd;FreeBSDHardware.get_uptime_facts;7
ansible/module_utils/facts/hardware/freebsd;FreeBSDHardware.get_dmi_facts;7
ansible/module_utils/facts/hardware/freebsd;FreeBSDHardware.get_mount_facts;5
ansible/module_utils/facts/hardware/freebsd;FreeBSDHardware.get_device_facts;3
ansible/module_utils/facts/hardware/freebsd;get_mount_facts;1
ansible/module_utils/facts/hardware/freebsd;FreeBSDHardware.populate;1
ansible/module_utils/facts/hardware/freebsd;populate;2
ansible/module_utils/facts/hardware/hpux;HPUXHardware.get_cpu_facts;21
ansible/module_utils/facts/hardware/hpux;HPUXHardware.get_memory_facts;20
ansible/module_utils/facts/hardware/hpux;HPUXHardware.get_hw_facts;8
ansible/module_utils/facts/hardware/hpux;populate;2
ansible/module_utils/facts/hardware/hurd;HurdHardware.populate;1
ansible/module_utils/facts/hardware/hurd;populate;2
ansible/module_utils/facts/hardware/linux;LinuxHardware.get_lvm_facts;13
ansible/module_utils/facts/hardware/linux;LinuxHardware.get_memory_facts;24
ansible/module_utils/facts/hardware/linux;LinuxHardware.get_cpu_facts;73
ansible/module_utils/facts/hardware/linux;LinuxHardware.get_dmi_facts;14
ansible/module_utils/facts/hardware/linux;LinuxHardware._run_lsblk;1
ansible/module_utils/facts/hardware/linux;LinuxHardware._run_findmnt;1
ansible/module_utils/facts/hardware/linux;LinuxHardware.get_mount_facts;28
ansible/module_utils/facts/hardware/linux;LinuxHardware.get_holders;10
ansible/module_utils/facts/hardware/linux;LinuxHardware._get_sg_inq_serial;4
ansible/module_utils/facts/hardware/linux;LinuxHardware.get_device_facts;61
ansible/module_utils/facts/hardware/linux;LinuxHardware._find_mapper_device_name;5
ansible/module_utils/facts/hardware/linux;LinuxHardware._lsblk_uuid;14
ansible/module_utils/facts/hardware/linux;LinuxHardware._find_bind_mounts;9
ansible/module_utils/facts/hardware/linux;LinuxHardware._mtab_entries;6
ansible/module_utils/facts/hardware/linux;LinuxHardware.get_device_links;7
ansible/module_utils/facts/hardware/linux;LinuxHardware._udevadm_uuid;5
ansible/module_utils/facts/hardware/linux;LinuxHardware.get_uptime_facts;1
ansible/module_utils/facts/hardware/linux;_replace_octal_escapes_helper;1
ansible/module_utils/facts/hardware/linux;LinuxHardware.populate;2
ansible/module_utils/facts/hardware/linux;LinuxHardware.get_all_device_owners;2
ansible/module_utils/facts/hardware/linux;populate;2
ansible/module_utils/facts/hardware/linux;LinuxHardware._replace_octal_escapes_helper;1
ansible/module_utils/facts/hardware/netbsd;NetBSDHardware.get_cpu_facts;19
ansible/module_utils/facts/hardware/netbsd;NetBSDHardware.get_memory_facts;7
ansible/module_utils/facts/hardware/netbsd;NetBSDHardware.get_uptime_facts;5
ansible/module_utils/facts/hardware/netbsd;NetBSDHardware.get_mount_facts;6
ansible/module_utils/facts/hardware/netbsd;NetBSDHardware.get_dmi_facts;2
ansible/module_utils/facts/hardware/netbsd;get_mount_facts;1
ansible/module_utils/facts/hardware/netbsd;NetBSDHardware.populate;1
ansible/module_utils/facts/hardware/netbsd;populate;2
ansible/module_utils/facts/hardware/openbsd;OpenBSDHardware.get_memory_facts;18
ansible/module_utils/facts/hardware/openbsd;OpenBSDHardware.get_uptime_facts;5
ansible/module_utils/facts/hardware/openbsd;OpenBSDHardware.get_mount_facts;10
ansible/module_utils/facts/hardware/openbsd;OpenBSDHardware.get_dmi_facts;2
ansible/module_utils/facts/hardware/openbsd;get_mount_facts;1
ansible/module_utils/facts/hardware/openbsd;OpenBSDHardware.populate;1
ansible/module_utils/facts/hardware/openbsd;populate;2
ansible/module_utils/facts/hardware/sunos;SunOSHardware.get_memory_facts;23
ansible/module_utils/facts/hardware/sunos;SunOSHardware.get_cpu_facts;30
ansible/module_utils/facts/hardware/sunos;SunOSHardware.get_dmi_facts;9
ansible/module_utils/facts/hardware/sunos;SunOSHardware.get_device_facts;9
ansible/module_utils/facts/hardware/sunos;SunOSHardware.get_uptime_facts;3
ansible/module_utils/facts/hardware/sunos;SunOSHardware.get_mount_facts;1
ansible/module_utils/facts/hardware/sunos;get_mount_facts;1
ansible/module_utils/facts/hardware/sunos;SunOSHardware.populate;1
ansible/module_utils/facts/hardware/sunos;populate;2
ansible/module_utils/facts/namespace;PrefixFactNamespace.transform;1
ansible/module_utils/facts/namespace;__init__;3
ansible/module_utils/facts/namespace;transform;2
ansible/module_utils/facts/network/aix;AIXNetwork.parse_interface_line;4
ansible/module_utils/facts/network/aix;AIXNetwork.get_interfaces_info;43
ansible/module_utils/facts/network/aix;AIXNetwork.get_default_interfaces;10
ansible/module_utils/facts/network/aix;get_default_interfaces;2
ansible/module_utils/facts/network/aix;get_interfaces_info;2
ansible/module_utils/facts/network/aix;parse_interface_line;2
ansible/module_utils/facts/network/base;NetworkCollector.collect;3
ansible/module_utils/facts/network/base;collect;2
ansible/module_utils/facts/network/darwin;DarwinNetwork.parse_media_line;14
ansible/module_utils/facts/network/darwin;parse_media_line;2
ansible/module_utils/facts/network/fc_wwn;FcWwnInitiatorFactCollector.collect;48
ansible/module_utils/facts/network/fc_wwn;collect;2
ansible/module_utils/facts/network/generic_bsd;GenericBsdIfconfigNetwork.parse_interface_line;9
ansible/module_utils/facts/network/generic_bsd;GenericBsdIfconfigNetwork.parse_inet_line;28
ansible/module_utils/facts/network/generic_bsd;GenericBsdIfconfigNetwork.get_options;12
ansible/module_utils/facts/network/generic_bsd;GenericBsdIfconfigNetwork.get_default_interfaces;19
ansible/module_utils/facts/network/generic_bsd;GenericBsdIfconfigNetwork.get_interfaces_info;25
ansible/module_utils/facts/network/generic_bsd;GenericBsdIfconfigNetwork.parse_inet6_line;17
ansible/module_utils/facts/network/generic_bsd;GenericBsdIfconfigNetwork.merge_default_interface;17
ansible/module_utils/facts/network/generic_bsd;GenericBsdIfconfigNetwork.populate;2
ansible/module_utils/facts/network/generic_bsd;GenericBsdIfconfigNetwork.detect_type_media;4
ansible/module_utils/facts/network/generic_bsd;GenericBsdIfconfigNetwork.parse_media_line;10
ansible/module_utils/facts/network/generic_bsd;populate;2
ansible/module_utils/facts/network/hpux;HPUXNetwork.get_interfaces_info;6
ansible/module_utils/facts/network/hpux;HPUXNetwork.populate;1
ansible/module_utils/facts/network/hpux;HPUXNetwork.get_default_interfaces;5
ansible/module_utils/facts/network/hpux;populate;2
ansible/module_utils/facts/network/hurd;HurdPfinetNetwork.populate;4
ansible/module_utils/facts/network/hurd;HurdPfinetNetwork.assign_network_facts;13
ansible/module_utils/facts/network/hurd;populate;2
ansible/module_utils/facts/network/iscsi;IscsiInitiatorNetworkCollector.collect;20
ansible/module_utils/facts/network/iscsi;IscsiInitiatorNetworkCollector.findstr;2
ansible/module_utils/facts/network/iscsi;collect;2
ansible/module_utils/facts/network/linux;LinuxNetwork.get_default_interfaces;36
ansible/module_utils/facts/network/linux;LinuxNetwork.get_interfaces_info;36
ansible/module_utils/facts/network/linux;LinuxNetwork.get_ethtool_data;13
ansible/module_utils/facts/network/linux;LinuxNetwork.populate;1
ansible/module_utils/facts/network/linux;LinuxNetwork.get_locally_reachable_ips;4
ansible/module_utils/facts/network/linux;populate;2
ansible/module_utils/facts/network/netbsd;NetBSDNetwork.parse_media_line;6
ansible/module_utils/facts/network/netbsd;parse_media_line;2
ansible/module_utils/facts/network/nvme;NvmeInitiatorNetworkCollector.collect;7
ansible/module_utils/facts/network/nvme;collect;2
ansible/module_utils/facts/network/openbsd;get_interfaces_info;2
ansible/module_utils/facts/network/openbsd;parse_lladdr_line;2
ansible/module_utils/facts/network/sunos;SunOSNetwork.parse_interface_line;10
ansible/module_utils/facts/network/sunos;SunOSNetwork.parse_ether_line;11
ansible/module_utils/facts/network/sunos;SunOSNetwork.get_interfaces_info;23
ansible/module_utils/facts/network/sunos;get_interfaces_info;2
ansible/module_utils/facts/network/sunos;parse_interface_line;2
ansible/module_utils/facts/network/sunos;parse_ether_line;2
ansible/module_utils/facts/other/facter;FacterFactCollector.run_facter;1
ansible/module_utils/facts/other/facter;FacterFactCollector.get_facter_output;4
ansible/module_utils/facts/other/facter;FacterFactCollector.collect;4
ansible/module_utils/facts/other/facter;FacterFactCollector.find_facter;1
ansible/module_utils/facts/other/facter;__init__;3
ansible/module_utils/facts/other/facter;collect;2
ansible/module_utils/facts/other/ohai;OhaiFactCollector.get_ohai_output;4
ansible/module_utils/facts/other/ohai;OhaiFactCollector.collect;4
ansible/module_utils/facts/other/ohai;__init__;3
ansible/module_utils/facts/other/ohai;collect;2
ansible/module_utils/facts/packages;PkgMgr.get_packages;4
ansible/module_utils/facts/packages;is_available;5
ansible/module_utils/facts/packages;list_installed;1
ansible/module_utils/facts/packages;get_package_details;1
ansible/module_utils/facts/packages;LibMgr.is_available;1
ansible/module_utils/facts/packages;CLIMgr.is_available;2
ansible/module_utils/facts/packages;__init__;6
ansible/module_utils/facts/system/apparmor;ApparmorFactCollector.collect;1
ansible/module_utils/facts/system/apparmor;collect;2
ansible/module_utils/facts/system/caps;SystemCapabilitiesFactCollector.collect;16
ansible/module_utils/facts/system/caps;collect;2
ansible/module_utils/facts/system/chroot;collect;2
ansible/module_utils/facts/system/cmdline;CmdLineFactCollector.collect;2
ansible/module_utils/facts/system/cmdline;CmdLineFactCollector._parse_proc_cmdline;3
ansible/module_utils/facts/system/cmdline;CmdLineFactCollector._parse_proc_cmdline_facts;6
ansible/module_utils/facts/system/cmdline;collect;2
ansible/module_utils/facts/system/date_time;DateTimeFactCollector.collect;8
ansible/module_utils/facts/system/date_time;collect;2
ansible/module_utils/facts/system/distribution;Distribution.get_distribution_Darwin;3
ansible/module_utils/facts/system/distribution;Distribution.get_distribution_SunOS;28
ansible/module_utils/facts/system/distribution;DistributionFiles._parse_dist_file;12
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_SUSE;30
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_Debian;53
ansible/module_utils/facts/system/distribution;Distribution.get_distribution_facts;6
ansible/module_utils/facts/system/distribution;Distribution.get_distribution_AIX;4
ansible/module_utils/facts/system/distribution;Distribution.get_distribution_FreeBSD;4
ansible/module_utils/facts/system/distribution;Distribution.get_distribution_DragonFly;3
ansible/module_utils/facts/system/distribution;Distribution.get_distribution_NetBSD;3
ansible/module_utils/facts/system/distribution;DistributionFiles.process_dist_files;8
ansible/module_utils/facts/system/distribution;DistributionFiles._get_dist_file_content;2
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_Slackware;3
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_Amazon;8
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_OpenWrt;4
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_Coreos;5
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_Flatcar;5
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_ClearLinux;7
ansible/module_utils/facts/system/distribution;DistributionFactCollector.collect;3
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_Mandriva;4
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_NA;6
ansible/module_utils/facts/system/distribution;DistributionFiles.parse_distribution_file_CentOS;4
ansible/module_utils/facts/system/distribution;Distribution.get_distribution_HPUX;1
ansible/module_utils/facts/system/distribution;Distribution.get_distribution_OpenBSD;1
ansible/module_utils/facts/system/distribution;collect;2
ansible/module_utils/facts/system/distribution;DistributionFiles._guess_distribution;3
ansible/module_utils/facts/system/dns;DnsFactCollector.collect;35
ansible/module_utils/facts/system/dns;collect;2
ansible/module_utils/facts/system/env;collect;2
ansible/module_utils/facts/system/fips;FipsFactCollector.collect;3
ansible/module_utils/facts/system/fips;collect;2
ansible/module_utils/facts/system/loadavg;LoadAvgFactCollector.collect;1
ansible/module_utils/facts/system/loadavg;collect;2
ansible/module_utils/facts/system/local;LocalFactCollector.collect;35
ansible/module_utils/facts/system/local;collect;2
ansible/module_utils/facts/system/lsb;LSBFactCollector._lsb_release_bin;20
ansible/module_utils/facts/system/lsb;LSBFactCollector._lsb_release_file;10
ansible/module_utils/facts/system/lsb;LSBFactCollector.collect;9
ansible/module_utils/facts/system/lsb;collect;2
ansible/module_utils/facts/system/pkg_mgr;PkgMgrFactCollector._pkg_mgr_exists;2
ansible/module_utils/facts/system/pkg_mgr;PkgMgrFactCollector._check_rh_versions;22
ansible/module_utils/facts/system/pkg_mgr;PkgMgrFactCollector._check_apt_flavor;3
ansible/module_utils/facts/system/pkg_mgr;PkgMgrFactCollector.pkg_mgrs;3
ansible/module_utils/facts/system/pkg_mgr;PkgMgrFactCollector.collect;14
ansible/module_utils/facts/system/pkg_mgr;collect;4
ansible/module_utils/facts/system/platform;PlatformFactCollector.collect;19
ansible/module_utils/facts/system/platform;collect;2
ansible/module_utils/facts/system/python;PythonFactCollector.collect;4
ansible/module_utils/facts/system/python;collect;2
ansible/module_utils/facts/system/selinux;SelinuxFactCollector.collect;16
ansible/module_utils/facts/system/selinux;collect;2
ansible/module_utils/facts/system/service_mgr;ServiceMgrFactCollector.collect;43
ansible/module_utils/facts/system/service_mgr;ServiceMgrFactCollector.is_systemd_managed;2
ansible/module_utils/facts/system/service_mgr;ServiceMgrFactCollector.is_systemd_managed_offline;4
ansible/module_utils/facts/system/service_mgr;is_systemd_managed;1
ansible/module_utils/facts/system/service_mgr;is_systemd_managed_offline;1
ansible/module_utils/facts/system/service_mgr;collect;2
ansible/module_utils/facts/system/ssh_pub_keys;SshPubKeyFactCollector.collect;8
ansible/module_utils/facts/system/ssh_pub_keys;collect;2
ansible/module_utils/facts/system/user;UserFactCollector.collect;2
ansible/module_utils/facts/system/user;collect;2
ansible/module_utils/facts/virtual/base;VirtualCollector.collect;3
ansible/module_utils/facts/virtual/base;collect;2
ansible/module_utils/facts/virtual/freebsd;FreeBSDVirtual.get_virtual_facts;6
ansible/module_utils/facts/virtual/freebsd;get_virtual_facts;2
ansible/module_utils/facts/virtual/hpux;HPUXVirtual.get_virtual_facts;16
ansible/module_utils/facts/virtual/hpux;get_virtual_facts;2
ansible/module_utils/facts/virtual/linux;LinuxVirtual.get_virtual_facts;193
ansible/module_utils/facts/virtual/linux;get_virtual_facts;2
ansible/module_utils/facts/virtual/netbsd;NetBSDVirtual.get_virtual_facts;7
ansible/module_utils/facts/virtual/netbsd;get_virtual_facts;2
ansible/module_utils/facts/virtual/openbsd;OpenBSDVirtual.get_virtual_facts;3
ansible/module_utils/facts/virtual/openbsd;get_virtual_facts;2
ansible/module_utils/facts/virtual/sunos;SunOSVirtual.get_virtual_facts;48
ansible/module_utils/facts/virtual/sunos;get_virtual_facts;2
ansible/module_utils/facts/virtual/sysctl;VirtualSysctlDetectionMixin.detect_virt_product;35
ansible/module_utils/facts/virtual/sysctl;VirtualSysctlDetectionMixin.detect_virt_vendor;8
ansible/module_utils/urls;HTTPGSSAPIAuthHandler.http_error_401;23
ansible/module_utils/urls;UnixHTTPConnection.connect;3
ansible/module_utils/urls;SSLValidationHandler.http_request;29
ansible/module_utils/urls;Request.__init__;5
ansible/module_utils/urls;HTTPSClientAuthHandler._build_https_connection;4
ansible/module_utils/urls;GzipDecodedReader.__init__;3
ansible/module_utils/urls;RedirectHandler.redirect_request;41
ansible/module_utils/urls;SSLValidationHandler.validate_proxy_response;3
ansible/module_utils/urls;Request.open;40
ansible/module_utils/urls;HTTPGSSAPIAuthHandler.get_auth_value;1
ansible/module_utils/urls;CustomHTTPSConnection.__init__;4
ansible/module_utils/urls;CustomHTTPSConnection.connect;5
ansible/module_utils/urls;CustomHTTPSHandler.https_open;1
ansible/module_utils/urls;RequestWithMethod.__init__;1
ansible/module_utils/urls;RequestWithMethod.get_method;1
ansible/module_utils/urls;SSLValidationHandler.detect_no_proxy;3
ansible/module_utils/urls;SSLValidationHandler.make_context;3
ansible/module_utils/urls;Request._fallback;1
ansible/module_utils/urls;unix_socket_patch_httpconnection_connect;1
ansible/module_utils/urls;missing_gzip_error;1
ansible/module_utils/urls;__init__;16
ansible/module_utils/urls;connect;2
ansible/module_utils/urls;__call__;2
ansible/module_utils/urls;http_open;2
ansible/module_utils/urls;close;2
ansible/module_utils/urls;get_method;2
ansible/module_utils/yumdnf;YumDnf.__init__;10
ansible/module_utils/yumdnf;YumDnf.wait_for_lock;7
ansible/module_utils/yumdnf;YumDnf.listify_comma_sep_strings_in_list;4
ansible/module_utils/yumdnf;is_lockfile_pid_valid;1
ansible/module_utils/yumdnf;run;1
ansible/module_utils/yumdnf;YumDnf._is_lockfile_present;2
ansible/modules/apt;PolicyRcD.__enter__;8
ansible/modules/apt;PolicyRcD.__exit__;7
ansible/modules/apt;PolicyRcD.__init__;2
ansible/modules/apt_repository;SourcesList.__init__;2
ansible/modules/apt_repository;SourcesList._suggest_filename;3
ansible/modules/apt_repository;SourcesList._parse;16
ansible/modules/apt_repository;SourcesList.save;19
ansible/modules/apt_repository;SourcesList._add_valid_source;8
ansible/modules/apt_repository;UbuntuSourcesList._get_ppa_info;4
ansible/modules/apt_repository;UbuntuSourcesList._expand_ppa;3
ansible/modules/apt_repository;UbuntuSourcesList._gpg_key_exists;9
ansible/modules/apt_repository;UbuntuSourcesList.add_source;21
ansible/modules/apt_repository;UbuntuSourcesList.repos_urls;6
ansible/modules/apt_repository;SourcesList.dump;4
ansible/modules/apt_repository;UbuntuSourcesList.__init__;5
ansible/modules/apt_repository;SourcesList.__iter__;1
ansible/modules/apt_repository;SourcesList._expand_path;2
ansible/modules/apt_repository;SourcesList._choice;1
ansible/modules/apt_repository;SourcesList._remove_valid_source;3
ansible/modules/apt_repository;UbuntuSourcesList._key_already_exists;2
ansible/modules/apt_repository;UbuntuSourcesList.remove_source;1
ansible/modules/apt_repository;_apt_cfg_file;1
ansible/modules/apt_repository;_apt_cfg_dir;1
ansible/modules/apt_repository;repos_urls;1
