Method Name;Cyclomatic Complexity;Mutant Density;Source Lines of Code
TestRepository.setInstance( Repository repository );1;0;3
TestRepository.getDescriptorKeys( );1;0;3
TestRepository.getInstance( );6;1;24
TestRepository.login( Credentials credentials , String workspace );1;0;3
TestRepository.getIntegratedInstance( );1;0;31
TestRepository.getDescriptor( String key );1;0;3
TestRepository.login( String workspace );1;0;3
TestRepository.login( );1;0;3
TestRepository.TestRepository( );1;0;2
TestRepository.login( Credentials credentials );1;0;3
